k,rep,target_R,min_target_allocation,max_target_allocation,has_negative_target_allocation,max_allocation_error,max_transfer_error,corner_error,pot_conservation_error,planted_zero_sum_error
2,87,0.7543539685015805,-0.25435396850158054,1.2543539685015805,True,4.440892098500626e-16,4.440892098500626e-16,0.0,0.0,0.0
2,88,0.6693698171490998,-0.16936981714909982,1.1693698171490998,True,5.273559366969494e-16,5.551115123125783e-16,0.0,0.0,0.0
2,89,0.11551705369023396,0.38448294630976604,0.6155170536902339,False,0.0,5.551115123125783e-17,0.0,0.0,0.0
2,90,0.4597545284423278,0.040245471557672274,0.9597545284423277,False,2.914335439641036e-16,2.7755575615628914e-16,0.0,0.0,0.0
2,91,0.8926049823550303,-0.3926049823550303,1.3926049823550302,True,6.661338147750939e-16,7.771561172376096e-16,0.0,2.220446049250313e-16,0.0
2,92,0.5955297497094629,-0.09552974970946293,1.095529749709463,True,3.885780586188048e-16,4.440892098500626e-16,0.0,2.220446049250313e-16,0.0
2,93,0.09485989615798074,0.40514010384201926,0.5948598961579807,False,2.220446049250313e-16,2.220446049250313e-16,0.0,2.220446049250313e-16,0.0
2,94,0.6115621754014924,-0.11156217540149238,1.1115621754014924,True,4.440892098500626e-16,4.440892098500626e-16,2.220446049250313e-16,0.0,0.0
2,95,0.738231523131671,-0.23823152313167095,1.238231523131671,True,6.661338147750939e-16,6.661338147750939e-16,0.0,1.1102230246251565e-16,0.0
2,96,0.21181551820448463,0.28818448179551537,0.7118155182044846,False,1.6653345369377348e-16,1.942890293094024e-16,0.0,2.220446049250313e-16,0.0
2,97,0.4638127907859532,0.03618720921404678,0.9638127907859533,False,3.3306690738754696e-16,2.7755575615628914e-16,0.0,0.0,0.0
2,98,0.9809171482433292,-0.4809171482433292,1.4809171482433292,True,8.881784197001252e-16,8.881784197001252e-16,0.0,0.0,0.0
2,99,0.9819335404207616,-0.48193354042076164,1.4819335404207616,True,6.661338147750939e-16,6.661338147750939e-16,0.0,0.0,0.0
3,0,0.7413135536790121,-0.2837884755747275,1.0746468870123453,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,8.881784197001252e-16,0.0
3,1,0.0756724733624595,0.266045261689213,0.4090058066957928,False,2.7755575615628914e-16,3.0531133177191805e-16,0.0,6.661338147750939e-16,1.3877787807814457e-17
3,2,0.5362287067295601,-0.20289537339622682,0.8518769661298546,True,8.881784197001252e-16,7.771561172376096e-16,0.0,5.551115123125783e-16,0.0
3,3,0.6278384876130604,-0.1373880427223056,0.9611718209463938,True,8.881784197001252e-16,7.771561172376096e-16,0.0,4.440892098500626e-16,0.0
3,4,0.30367031545698664,0.12554022057740025,0.6370036487903199,False,5.551115123125783e-16,6.106226635438361e-16,0.0,6.661338147750939e-16,2.7755575615628914e-17
3,5,0.8650466707910316,-0.5317133374576983,0.8306770993005601,True,9.992007221626409e-16,8.881784197001252e-16,0.0,6.661338147750939e-16,1.1102230246251565e-16
3,6,0.10703073334349565,0.2708497254791846,0.440364066676829,False,3.3306690738754696e-16,3.191891195797325e-16,0.0,6.661338147750939e-16,2.0816681711721685e-17
