k,rep,target_R,min_target_allocation,max_target_allocation,has_negative_target_allocation,max_allocation_error,max_transfer_error,corner_error,pot_conservation_error,planted_zero_sum_error
3,74,0.6340891248021364,-0.26637801924739707,0.9674224581354698,True,1.1102230246251565e-15,9.992007221626409e-16,0.0,6.661338147750939e-16,1.3183898417423734e-16
3,75,0.9972306893164958,-0.6638973559831622,0.9429610776237496,True,1.1102230246251565e-15,1.2212453270876722e-15,0.0,6.661338147750939e-16,1.1102230246251565e-16
3,76,0.8538252095571598,-0.5204918762238264,0.9107522667187635,True,9.992007221626409e-16,9.992007221626409e-16,4.440892098500626e-16,4.440892098500626e-16,0.0
3,77,0.9293018054474991,-0.5959684721141658,1.0930772913924864,True,1.3322676295501878e-15,1.2212453270876722e-15,4.440892098500626e-16,7.771561172376096e-16,1.1102230246251565e-16
3,78,0.6777998315095176,-0.34168686591419256,1.011133164842851,True,8.881784197001252e-16,7.771561172376096e-16,0.0,3.3306690738754696e-16,1.0061396160665481e-16
3,79,0.568207783840275,-0.23487445050694172,0.69846788496176,True,6.661338147750939e-16,6.661338147750939e-16,2.220446049250313e-16,7.771561172376096e-16,0.0
3,80,0.98204815496401,-0.6487148216306766,0.9695135428590986,True,1.1102230246251565e-15,9.992007221626409e-16,0.0,5.551115123125783e-16,1.1102230246251565e-16
3,81,0.8530681347181708,-0.5197348013848373,0.9100890082150821,True,9.992007221626409e-16,9.992007221626409e-16,4.440892098500626e-16,7.771561172376096e-16,1.1102230246251565e-16
3,82,0.6598867171408976,-0.08228247069768085,0.9932200504742308,True,1.2212453270876722e-15,1.3322676295501878e-15,0.0,7.771561172376096e-16,5.551115123125783e-17
3,83,0.6789724535794183,-0.10677732800652079,1.0123057869127516,True,1.1102230246251565e-15,9.992007221626409e-16,0.0,6.661338147750939e-16,1.1102230246251565e-16
3,84,0.36081119971127235,-0.02747786637793903,0.535961261141306,True,4.440892098500626e-16,4.996003610813204e-16,0.0,6.661338147750939e-16,2.7755575615628914e-17
3,85,0.07041608322544607,0.26291725010788725,0.38030213391333084,False,3.3306690738754696e-16,3.400058012914542e-16,0.0,8.881784197001252e-16,0.0
3,86,0.16913517147246288,0.1641981618608704,0.4647082093516728,False,3.3306690738754696e-16,3.608224830031759e-16,0.0,6.661338147750939e-16,2.7755575615628914e-17
3,87,0.5793666565926934,-0.24603332325936006,0.6721849498851256,True,5.551115123125783e-16,5.551115123125783e-16,0.0,5.551115123125783e-16,0.0
3,88,0.6825849409557297,-0.34925160762239643,0.942812581821953,True,8.881784197001252e-16,8.881784197001252e-16,0.0,4.440892098500626e-16,0.0
3,89,0.3057040403646092,0.17237298487206945,0.6390373736979424,False,4.440892098500626e-16,4.996003610813204e-16,0.0,5.551115123125783e-16,5.551115123125783e-17
3,90,0.062272189519347265,0.27106114381398605,0.37183704766862946,False,2.220446049250313e-16,2.2898349882893854e-16,0.0,6.661338147750939e-16,1.3877787807814457e-17
3,91,0.549133275130408,-0.21579994179707468,0.8389945836897752,True,7.771561172376096e-16,7.771561172376096e-16,0.0,4.440892098500626e-16,0.0
3,92,0.9936368815093799,-0.48195356063522526,1.3269702148427132,True,1.7763568394002505e-15,1.7763568394002505e-15,0.0,8.881784197001252e-16,1.1102230246251565e-16
3,93,0.3902089094272358,0.07989653932516327,0.7235422427605691,False,7.771561172376096e-16,7.771561172376096e-16,2.220446049250313e-16,7.771561172376096e-16,2.7755575615628914e-17
3,94,0.4606855247856651,-0.12735219145233173,0.6093612714640084,True,6.661338147750939e-16,6.661338147750939e-16,2.220446049250313e-16,7.771561172376096e-16,0.0
3,95,0.6602785201150672,-0.32694518678173384,0.9844022725672237,True,1.1102230246251565e-15,9.992007221626409e-16,0.0,6.661338147750939e-16,1.1102230246251565e-16
3,96,0.7899930866061349,-0.45665975327280134,1.0210339052490358,True,1.1102230246251565e-15,9.992007221626409e-16,0.0,4.440892098500626e-16,1.1102230246251565e-16
3,97,0.061856081949551424,0.27147725138378187,0.37101897164919745,False,2.7755575615628914e-16,2.914335439641036e-16,0.0,6.661338147750939e-16,3.469446951953614e-17
3,98,0.6835317429210549,-0.3501984095877217,0.7042230712313745,True,7.771561172376096e-16,7.771561172376096e-16,2.220446049250313e-16,6.661338147750939e-16,1.1102230246251565e-16
3,99,0.820648356545095,-0.4873150232117616,0.7448410238520915,True,9.43689570931383e-16,9.992007221626409e-16,0.0,5.551115123125783e-16,1.1102230246251565e-16
4,0,0.3994919033377189,0.012983190546716261,0.5706936878050257,False,8.881784197001252e-16,9.43689570931383e-16,3.3306690738754696e-16,1.2212453270876722e-15,2.7755575615628914e-17
4,1,0.6595503491336568,-0.17026700933443917,0.5950182965210242,True,9.992007221626409e-16,9.43689570931383e-16,2.220446049250313e-16,1.1102230246251565e-15,2.220446049250313e-16
4,2,0.3995966680596435,0.09769353681666018,0.6495966680596434,False,1.2212453270876722e-15,1.27675647831893e-15,2.220446049250313e-16,1.3322676295501878e-15,1.3877787807814457e-17
4,3,0.08909318756005492,0.16107751988928293,0.32172008422006615,False,4.440892098500626e-16,4.718447854656915e-16,0.0,1.3322676295501878e-15,2.1521413123837263e-17
4,4,0.8843884415737989,-0.6343884415737989,0.7701296767618951,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,1.4432899320127035e-15,0.0
4,5,0.2913217601356821,0.04123889820797652,0.5069017997824725,False,7.771561172376096e-16,8.326672684688674e-16,0.0,1.3322676295501878e-15,2.7755575615628914e-17
4,6,0.22813266921702652,0.11839475502504579,0.39794095041221256,False,6.661338147750939e-16,6.38378239159465e-16,0.0,1.4432899320127035e-15,2.7755575615628914e-17
4,7,0.5526867169610972,-0.30268671696109695,0.6130216974220346,True,1.3322676295501878e-15,1.27675647831893e-15,1.1102230246251565e-16,1.3322676295501878e-15,3.885780586188048e-16
4,8,0.06264348557464314,0.20183652535648697,0.31264348557464317,False,4.440892098500626e-16,4.163336342344337e-16,0.0,1.1102230246251565e-15,1.734723475976807e-18
4,9,0.248499469390767,0.0015005306092329973,0.37491876238789923,False,6.106226635438361e-16,6.38378239159465e-16,1.1102230246251565e-16,1.3322676295501878e-15,2.5153490401663703e-17
4,10,0.7728276663275745,-0.5228276663275745,0.6988314466647075,True,1.1102230246251565e-15,1.1102230246251565e-15,0.0,1.2212453270876722e-15,1.1102230246251565e-16
4,11,0.7003773300159654,-0.20427445892084156,0.9503773300159654,True,1.7763568394002505e-15,1.7763568394002505e-15,4.440892098500626e-16,1.3322676295501878e-15,1.249000902703301e-16
4,12,0.40615984116942494,-0.08855317925572276,0.46425161955683514,True,7.771561172376096e-16,7.494005416219807e-16,0.0,1.2212453270876722e-15,1.942890293094024e-16
4,13,0.7215787661942862,-0.40079045269195557,0.6886000558678006,True,1.1102230246251565e-15,1.1102230246251565e-15,4.440892098500626e-16,1.2212453270876722e-15,5.551115123125783e-17
4,14,0.46878098633948256,-0.09482438708306662,0.644151476994624,True,1.1102230246251565e-15,1.1102230246251565e-15,0.0,1.3322676295501878e-15,2.7755575615628914e-17
4,15,0.6398957457748201,-0.32304509271740356,0.5816140448146132,True,1.1102230246251565e-15,1.1102230246251565e-15,2.220446049250313e-16,1.5543122344752192e-15,2.220446049250313e-16
4,16,0.7178951598245995,-0.4619665908510555,0.629175472198682,True,1.1657341758564144e-15,1.1102230246251565e-15,2.220446049250313e-16,1.3322676295501878e-15,0.0
4,17,0.4213591612760049,-0.07878005550549283,0.5232680594923391,True,7.771561172376096e-16,8.326672684688674e-16,1.1102230246251565e-16,1.3322676295501878e-15,1.6653345369377348e-16
4,18,0.9123207758739967,-0.2270437168716095,1.0898103430676933,True,1.9984014443252818e-15,2.1094237467877974e-15,0.0,1.2212453270876722e-15,1.1102230246251565e-16
4,19,0.5893403677160102,-0.07936288555638471,0.6048160156370598,True,1.1102230246251565e-15,1.1102230246251565e-15,0.0,1.3322676295501878e-15,2.220446049250313e-16
4,20,0.7356928088771691,-0.2243917267571071,0.8709022493027353,True,1.4432899320127035e-15,1.4432899320127035e-15,0.0,1.3322676295501878e-15,1.1102230246251565e-16
4,21,0.3810626138734053,-0.01427877908554498,0.6310626138734052,True,9.992007221626409e-16,1.0547118733938987e-15,0.0,1.3322676295501878e-15,0.0
4,22,0.23948270149286527,0.08890866571994405,0.3925836876321493,False,6.106226635438361e-16,6.106226635438361e-16,0.0,1.3322676295501878e-15,2.7755575615628914e-17
4,23,0.5329788080024817,-0.1799747836428326,0.657746596973386,True,1.1102230246251565e-15,1.1657341758564144e-15,0.0,1.3322676295501878e-15,6.938893903907228e-17
4,24,0.7647538482475236,-0.5147538482475237,0.6309392375485875,True,1.2212453270876722e-15,1.2212453270876722e-15,0.0,1.3322676295501878e-15,2.7755575615628914e-17
4,25,0.6614629894154106,-0.1965149857390936,0.9114629894154106,True,1.6653345369377348e-15,1.6653345369377348e-15,0.0,1.3322676295501878e-15,3.469446951953614e-18
4,26,0.42408945349897864,-0.15194317695851717,0.6271574117113554,True,1.1102230246251565e-15,1.1657341758564144e-15,0.0,1.2212453270876722e-15,5.551115123125783e-17
4,27,0.5233756553304403,-0.15232721895270324,0.7733756553304403,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,1.2212453270876722e-15,1.0061396160665481e-16
4,28,0.4211071626380194,0.032207794536686984,0.6711071626380194,False,1.1102230246251565e-15,1.1102230246251565e-15,0.0,1.2212453270876722e-15,0.0
4,29,0.07744821935105403,0.18575308783345224,0.28965137744203057,False,3.885780586188048e-16,4.0245584642661925e-16,0.0,1.3322676295501878e-15,1.3877787807814457e-17
4,30,0.3480900738486231,0.06896820084918734,0.5342562787239837,False,1.1102230246251565e-15,1.0547118733938987e-15,0.0,1.5543122344752192e-15,0.0
4,31,0.5234421732216774,-0.028612157458816734,0.7207727850719637,True,1.2212453270876722e-15,1.2212453270876722e-15,0.0,1.2212453270876722e-15,1.1102230246251565e-16
4,32,0.48643806777269294,0.028568021590081122,0.7364380677726929,False,1.3322676295501878e-15,1.3322676295501878e-15,0.0,1.3322676295501878e-15,5.551115123125783e-17
4,33,0.32404858207962933,0.014741695888908862,0.45908217853440747,False,6.661338147750939e-16,6.661338147750939e-16,2.220446049250313e-16,1.2212453270876722e-15,1.3877787807814457e-17
4,34,0.41224036060972596,0.002328029698792783,0.6459111891788943,False,1.2212453270876722e-15,1.2212453270876722e-15,0.0,1.4432899320127035e-15,0.0
4,35,0.11365224282239,0.15179803821745133,0.36062647568257555,False,6.106226635438361e-16,5.967448757360216e-16,0.0,1.4432899320127035e-15,1.3877787807814457e-17
4,36,0.37836511247426013,-0.11078738118272702,0.490630640486528,True,7.771561172376096e-16,7.771561172376096e-16,1.1102230246251565e-16,1.3322676295501878e-15,0.0
4,37,0.7494468672745597,-0.2072896882601124,0.720145042466092,True,1.2212453270876722e-15,1.27675647831893e-15,0.0,1.4432899320127035e-15,5.551115123125783e-17
4,38,0.9520261871067232,-0.5555610547759483,0.932568266882793,True,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.4432899320127035e-15,0.0
4,39,0.5286091351600986,-0.209235876999251,0.5707225334027266,True,9.992007221626409e-16,1.0547118733938987e-15,0.0,1.3322676295501878e-15,5.551115123125783e-17
4,40,0.6006339232032756,-0.27830501105777516,0.8248786967407863,True,1.5543122344752192e-15,1.5543122344752192e-15,0.0,1.3322676295501878e-15,8.326672684688674e-17
4,41,0.36929271181562895,-0.08136057952364517,0.557204926361847,True,8.881784197001252e-16,8.881784197001252e-16,2.220446049250313e-16,1.3322676295501878e-15,2.0816681711721685e-17
4,42,0.6187495038342169,-0.04870281510707852,0.8687495038342169,True,1.6653345369377348e-15,1.6653345369377348e-15,0.0,1.3322676295501878e-15,0.0
4,43,0.5846524719263425,-0.21374185877813756,0.8346524719263425,True,1.4432899320127035e-15,1.4432899320127035e-15,0.0,1.1102230246251565e-15,1.1102230246251565e-16
4,44,0.9255476200266934,-0.36010347158483225,1.1755476200266934,True,2.220446049250313e-15,2.1094237467877974e-15,0.0,1.3322676295501878e-15,2.7755575615628914e-17
4,45,0.9446100449071536,-0.6946100449071536,0.8213614063272286,True,1.4432899320127035e-15,1.4432899320127035e-15,3.3306690738754696e-16,1.1102230246251565e-15,1.1102230246251565e-16
4,46,0.8029572001579387,-0.3576131779554632,0.7973363216392697,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,1.3322676295501878e-15,0.0
4,47,0.5866267982081969,-0.33662679820819685,0.5370206748243316,True,8.881784197001252e-16,8.881784197001252e-16,0.0,1.3322676295501878e-15,0.0
4,48,0.4935807371785551,-0.13997469118501177,0.570265289235354,True,9.992007221626409e-16,9.992007221626409e-16,0.0,1.3322676295501878e-15,1.3877787807814457e-16
4,49,0.358622485068774,0.044182413329164366,0.47484629606348644,False,7.771561172376096e-16,7.771561172376096e-16,2.220446049250313e-16,1.3322676295501878e-15,1.1102230246251565e-16
4,50,0.7212825889623796,-0.14503848135589886,0.6860926600121855,True,1.2212453270876722e-15,1.1657341758564144e-15,0.0,1.4432899320127035e-15,1.1102230246251565e-16
4,51,0.37052767427345784,0.04544510711232544,0.5863078101809227,False,1.1102230246251565e-15,1.0547118733938987e-15,0.0,1.4432899320127035e-15,2.7755575615628914e-17
4,52,0.30755972651547586,0.07641798976432665,0.46752318203707255,False,7.771561172376096e-16,7.494005416219807e-16,0.0,1.3322676295501878e-15,0.0
4,53,0.19797576096456937,0.12000310344290824,0.4479757609645693,False,6.106226635438361e-16,6.106226635438361e-16,0.0,1.3322676295501878e-15,8.326672684688674e-17
4,54,0.9047307593436311,-0.4405471448818098,0.8593697677581082,True,1.6653345369377348e-15,1.6653345369377348e-15,6.661338147750939e-16,1.5543122344752192e-15,1.1102230246251565e-16
4,55,0.941238937137167,-0.3626929170838349,1.1912389371371668,True,2.220446049250313e-15,2.3314683517128287e-15,0.0,1.4432899320127035e-15,0.0
4,56,0.7918713208312522,-0.16283910551505593,0.841910638095313,True,1.5543122344752192e-15,1.5543122344752192e-15,0.0,1.3322676295501878e-15,1.1102230246251565e-16
4,57,0.25091806344205425,0.04892709505152806,0.4390222676356099,False,6.661338147750939e-16,6.938893903907228e-16,0.0,1.2212453270876722e-15,5.551115123125783e-17
4,58,0.09814380959316908,0.17649383929381324,0.3479312647683093,False,4.440892098500626e-16,4.579669976578771e-16,2.220446049250313e-16,1.2212453270876722e-15,1.3877787807814457e-17
4,59,0.7270042155020453,-0.36516024547951464,0.6624007358537158,True,1.2212453270876722e-15,1.2212453270876722e-15,0.0,1.3322676295501878e-15,2.0816681711721685e-16
4,60,0.8573830889308781,-0.23974257243559527,0.7163354959096839,True,1.2212453270876722e-15,1.1657341758564144e-15,0.0,1.1102230246251565e-15,1.1102230246251565e-16
4,61,0.10673454613126998,0.2021236475196722,0.35673454613127,False,5.551115123125783e-16,5.828670879282072e-16,0.0,1.3322676295501878e-15,2.7755575615628914e-17
4,62,0.21587324326939755,0.1391648707342058,0.40810909553596064,False,6.661338147750939e-16,6.938893903907228e-16,0.0,1.3322676295501878e-15,2.7755575615628914e-17
4,63,0.20643828359756905,0.04356171640243095,0.4109930741344112,False,7.216449660063518e-16,6.938893903907228e-16,1.1102230246251565e-16,1.3322676295501878e-15,0.0
4,64,0.9844290471127899,-0.4720701711884163,0.748183392273386,True,1.4432899320127035e-15,1.3877787807814457e-15,0.0,1.3322676295501878e-15,0.0
4,65,0.4344342347223828,0.0751751023692134,0.6844342347223827,False,1.1102230246251565e-15,1.1102230246251565e-15,0.0,1.3322676295501878e-15,5.551115123125783e-17
4,66,0.8185423146054711,-0.24929353774162932,0.8631190855190997,True,1.5543122344752192e-15,1.5543122344752192e-15,4.440892098500626e-16,1.2212453270876722e-15,0.0
4,67,0.7655205662917315,-0.4826203451813005,0.8656648846330965,True,1.6653345369377348e-15,1.6653345369377348e-15,2.220446049250313e-16,1.5543122344752192e-15,2.220446049250313e-16
4,68,0.08664519538578905,0.19021827702062527,0.33308863826812307,False,4.440892098500626e-16,4.3021142204224816e-16,0.0,1.2212453270876722e-15,2.7755575615628914e-17
4,69,0.46883043881805914,-0.07579686772826555,0.6676346508118656,True,1.1102230246251565e-15,1.1657341758564144e-15,1.1102230246251565e-16,1.1102230246251565e-15,5.551115123125783e-17
4,70,0.48027704739565386,-0.019699401396561955,0.6311975163670719,True,1.1102230246251565e-15,1.1102230246251565e-15,0.0,1.4432899320127035e-15,8.326672684688674e-17
4,71,0.7447652276715148,-0.49476522767151465,0.870825889732846,True,1.6653345369377348e-15,1.6653345369377348e-15,4.440892098500626e-16,1.3322676295501878e-15,3.469446951953614e-17
4,72,0.2582642090807525,0.12013551774796119,0.5082642090807525,False,8.881784197001252e-16,8.326672684688674e-16,0.0,1.3322676295501878e-15,5.551115123125783e-17
4,73,0.6950599164610839,-0.32096147569031663,0.6343020079227266,True,1.6653345369377348e-15,1.7208456881689926e-15,0.0,1.2212453270876722e-15,6.106226635438361e-16
4,74,0.18295830418806258,0.16110741017002447,0.4329583041880626,False,6.661338147750939e-16,6.661338147750939e-16,1.1102230246251565e-16,1.2212453270876722e-15,1.3877787807814457e-17
4,75,0.48918793495693413,-0.0625519393198693,0.5183419753924443,True,8.881784197001252e-16,8.326672684688674e-16,4.440892098500626e-16,1.3322676295501878e-15,5.551115123125783e-17
4,76,0.360727391200331,-0.04857862526791212,0.43916954039875555,True,6.661338147750939e-16,6.38378239159465e-16,0.0,1.3322676295501878e-15,1.1102230246251565e-16
4,77,0.21302142090805676,0.05174873322934856,0.4617326424473682,False,7.216449660063518e-16,6.938893903907228e-16,2.220446049250313e-16,1.2212453270876722e-15,2.6020852139652106e-17
4,78,0.2901572111449159,-0.021452352944982545,0.407022245397644,True,6.661338147750939e-16,6.661338147750939e-16,0.0,1.3322676295501878e-15,0.0
4,79,0.6854537320554694,-0.09635348044197944,0.8930280361209895,True,1.6653345369377348e-15,1.6653345369377348e-15,0.0,1.2212453270876722e-15,0.0
4,80,0.40501849456107414,-0.015103988907202326,0.6550184945610742,True,1.1102230246251565e-15,1.1102230246251565e-15,0.0,1.2212453270876722e-15,5.551115123125783e-17
4,81,0.5896397285668713,-0.0924510490345391,0.7434135803057762,True,1.2212453270876722e-15,1.27675647831893e-15,0.0,1.3322676295501878e-15,5.551115123125783e-17
4,82,0.9130662939326255,-0.44729560567531024,0.8358335951658503,True,1.5543122344752192e-15,1.5543122344752192e-15,0.0,1.4432899320127035e-15,5.551115123125783e-17
4,83,0.5871020189426527,-0.12534323056847596,0.7471386314232035,True,1.2212453270876722e-15,1.2212453270876722e-15,0.0,1.3322676295501878e-15,5.551115123125783e-17
4,84,0.8209260575006222,-0.44070459636941695,0.9527285808994512,True,1.7763568394002505e-15,1.7763568394002505e-15,4.440892098500626e-16,1.3322676295501878e-15,2.914335439641036e-16
4,85,0.6717346437028635,-0.4217346437028635,0.6334460642562947,True,1.2212453270876722e-15,1.1657341758564144e-15,0.0,1.3322676295501878e-15,1.1102230246251565e-16
4,86,0.6334130603345123,-0.13002258203358874,0.7979267759617928,True,1.5543122344752192e-15,1.5543122344752192e-15,0.0,1.5543122344752192e-15,0.0
4,87,0.3156359122948893,-0.01206352810368111,0.46427882556397326,True,5.551115123125783e-16,5.551115123125783e-16,0.0,1.3322676295501878e-15,1.6653345369377348e-16
4,88,0.7711360930808467,-0.19110056194724023,1.0211360930808469,True,1.9984014443252818e-15,1.9984014443252818e-15,4.440892098500626e-16,1.3322676295501878e-15,1.1102230246251565e-16
4,89,0.9341685679681686,-0.5186780789728535,0.7372674075537538,True,1.4432899320127035e-15,1.3877787807814457e-15,0.0,1.3322676295501878e-15,0.0
4,90,0.9604090562781827,-0.5768546038584604,1.0146189754477226,True,1.7763568394002505e-15,1.7763568394002505e-15,4.440892098500626e-16,1.1102230246251565e-15,2.7755575615628914e-17
4,91,0.7159348461728378,-0.4104282157816447,0.6880791519049863,True,1.0547118733938987e-15,9.992007221626409e-16,0.0,1.3322676295501878e-15,2.7755575615628914e-16
4,92,0.49704114734368987,-0.19559481932459144,0.6651472307619869,True,1.1102230246251565e-15,1.1102230246251565e-15,0.0,1.3322676295501878e-15,4.163336342344337e-17
4,93,0.49913042064681495,-0.04844947515569348,0.5240126275766008,True,7.771561172376096e-16,7.771561172376096e-16,2.220446049250313e-16,1.2212453270876722e-15,5.551115123125783e-17
4,94,0.13952867473233868,0.13691228265921088,0.3488963061635837,False,4.996003610813204e-16,4.718447854656915e-16,0.0,1.3322676295501878e-15,1.3877787807814457e-17
4,95,0.8258352713507284,-0.1794346638056657,1.0344401304604132,True,1.9984014443252818e-15,1.887379141862766e-15,4.440892098500626e-16,1.3322676295501878e-15,1.457167719820518e-16
4,96,0.19043800021774587,0.12576268073009692,0.44043800021774593,False,7.216449660063518e-16,6.938893903907228e-16,1.1102230246251565e-16,1.3322676295501878e-15,0.0
4,97,0.2371992822133872,0.01280071778661282,0.3947260582860843,False,6.661338147750939e-16,6.38378239159465e-16,1.1102230246251565e-16,1.4432899320127035e-15,6.938893903907228e-18
4,98,0.5790310534444648,-0.3290310534444648,0.5605818001964711,True,8.881784197001252e-16,8.881784197001252e-16,2.220446049250313e-16,1.2212453270876722e-15,2.7755575615628914e-17
4,99,0.7260306396711828,-0.10403577964663824,0.976030639671183,True,1.7763568394002505e-15,1.7763568394002505e-15,0.0,1.4432899320127035e-15,1.6653345369377348e-16
5,0,0.8182894560386363,-0.45480066155946114,0.7309425393048163,True,1.7763568394002505e-15,1.7763568394002505e-15,0.0,2.1094237467877974e-15,5.551115123125783e-17
5,1,0.606036418026399,-0.19231803530610436,0.6491589300323244,True,1.5543122344752192e-15,1.609823385706477e-15,0.0,1.7763568394002505e-15,2.7755575615628914e-17
5,2,0.8880231177286267,-0.31724013002815593,0.6627884014625884,True,1.6653345369377348e-15,1.6653345369377348e-15,1.1102230246251565e-16,2.1094237467877974e-15,5.551115123125783e-17
5,3,0.8140067407965325,-0.2275310206449751,0.8613315144982827,True,2.220446049250313e-15,2.220446049250313e-15,0.0,1.9984014443252818e-15,5.551115123125783e-17
5,4,0.40043547889392206,-0.200435478893922,0.4594529097577621,True,1.1657341758564144e-15,1.1657341758564144e-15,0.0,1.9984014443252818e-15,0.0
5,5,0.17165801183879104,0.028435567492038377,0.28430956181004335,False,6.106226635438361e-16,6.245004513516506e-16,1.1102230246251565e-16,1.9984014443252818e-15,9.893344823930228e-18
5,6,0.9436734875348354,-0.2400562201988261,1.042048189338758,True,2.6645352591003757e-15,2.55351295663786e-15,0.0,1.7763568394002505e-15,9.71445146547012e-17
5,7,0.8796003876225031,-0.27359972523999015,0.5490365076184395,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,2.1094237467877974e-15,1.1102230246251565e-16
5,8,0.3769763968969983,-0.019065490144621028,0.4154749158454192,True,1.0547118733938987e-15,1.0824674490095276e-15,0.0,1.9984014443252818e-15,1.1102230246251565e-16
5,9,0.4974977543636718,-0.05852846055932498,0.5457573840962582,True,1.3322676295501878e-15,1.3322676295501878e-15,0.0,1.9984014443252818e-15,5.551115123125783e-17
5,10,0.06868190156540868,0.14770490746272955,0.25679568014503495,False,5.551115123125783e-16,5.412337245047638e-16,0.0,1.9984014443252818e-15,1.734723475976807e-18
5,11,0.3325887545603061,0.01559546106699461,0.49549558143104633,False,1.1657341758564144e-15,1.1657341758564144e-15,1.1102230246251565e-16,1.887379141862766e-15,5.551115123125783e-17
5,12,0.06558403452584816,0.13931785838202262,0.24660027188555325,False,5.273559366969494e-16,5.204170427930421e-16,0.0,2.1094237467877974e-15,1.474514954580286e-17
5,13,0.21456550667804913,0.06909728012901398,0.31208065831486403,False,6.661338147750939e-16,6.661338147750939e-16,0.0,1.7763568394002505e-15,5.074066167232161e-17
5,14,0.8341883008063946,-0.06797093676655641,1.0341883008063948,True,2.6645352591003757e-15,2.55351295663786e-15,0.0,1.9984014443252818e-15,3.0531133177191805e-16
5,15,0.4836568603700611,-0.15119051398656796,0.5311057157007684,True,1.2212453270876722e-15,1.2212453270876722e-15,0.0,1.9984014443252818e-15,2.7755575615628914e-17
5,16,0.1149047583650643,0.0989758142492618,0.254045344377707,False,6.106226635438361e-16,5.898059818321144e-16,0.0,1.9984014443252818e-15,6.938893903907228e-18
5,17,0.9373604726501955,-0.300142837102589,0.901648751738551,True,2.220446049250313e-15,2.220446049250313e-15,0.0,2.1094237467877974e-15,0.0
5,18,0.7189824672047732,-0.086133132352814,0.8323658740765565,True,2.220446049250313e-15,2.1094237467877974e-15,0.0,2.1094237467877974e-15,5.551115123125783e-17
5,19,0.29778798221039016,-0.08380408648324589,0.4959035327247024,True,1.27675647831893e-15,1.27675647831893e-15,0.0,2.220446049250313e-15,8.304988641238964e-17
5,20,0.5858249265691327,-0.1129824382133458,0.5749898436515438,True,1.4432899320127035e-15,1.4432899320127035e-15,0.0,1.887379141862766e-15,6.938893903907228e-17
5,21,0.46267301353878554,-0.08388886476705687,0.43417660399412816,True,1.0547118733938987e-15,1.0547118733938987e-15,0.0,1.9984014443252818e-15,0.0
5,22,0.7329795309369054,-0.40916468792627486,0.48114401249586347,True,1.2212453270876722e-15,1.2212453270876722e-15,2.220446049250313e-16,2.1094237467877974e-15,2.636779683484747e-16
5,23,0.2726667500140468,0.04369307963396343,0.47266675001404684,False,1.3322676295501878e-15,1.3322676295501878e-15,0.0,1.9984014443252818e-15,1.6653345369377348e-16
5,24,0.8628402695551457,-0.3014775443235808,0.811838393891569,True,1.9984014443252818e-15,1.9984014443252818e-15,4.440892098500626e-16,1.9984014443252818e-15,1.6653345369377348e-16
5,25,0.18275944451251913,0.12351906675486535,0.30572766099553234,False,6.106226635438361e-16,6.106226635438361e-16,0.0,1.7763568394002505e-15,0.0
5,26,0.4070035069485975,-0.1750570811119792,0.4558738886000856,True,9.992007221626409e-16,9.992007221626409e-16,0.0,1.7763568394002505e-15,3.469446951953614e-17
5,27,0.1237429976479659,0.11538072302316393,0.29318338419227163,False,7.216449660063518e-16,6.938893903907228e-16,0.0,2.220446049250313e-15,2.0816681711721685e-17
5,28,0.6798847555306254,-0.1649023318468062,0.7587188910356533,True,1.7763568394002505e-15,1.7763568394002505e-15,4.440892098500626e-16,1.887379141862766e-15,5.551115123125783e-17
5,29,0.6618602769868274,-0.3454662302698415,0.44223124471900604,True,1.0547118733938987e-15,1.0269562977782698e-15,4.440892098500626e-16,1.9984014443252818e-15,2.7755575615628914e-17
5,30,0.629969435994659,-0.03145067630118403,0.7526762523513346,True,1.887379141862766e-15,1.887379141862766e-15,0.0,1.9984014443252818e-15,4.163336342344337e-17
5,31,0.06933777213761672,0.13332658369862188,0.24468093017726925,False,5.273559366969494e-16,5.204170427930421e-16,0.0,1.9984014443252818e-15,1.0408340855860843e-17
5,32,0.35932643576774376,0.011761562692167438,0.42257422539712863,False,9.992007221626409e-16,1.0269562977782698e-15,0.0,1.9984014443252818e-15,6.938893903907228e-18
5,33,0.713304526016884,-0.14599090886710114,0.6582879228595291,True,1.6653345369377348e-15,1.6653345369377348e-15,0.0,1.9984014443252818e-15,5.551115123125783e-17
5,34,0.36449881372826703,-0.10705939262864939,0.37051460863033747,True,7.771561172376096e-16,8.049116928532385e-16,2.220446049250313e-16,1.9984014443252818e-15,2.3592239273284576e-16
5,35,0.99599063010927,-0.31654716570008895,0.5871022501798839,True,1.5543122344752192e-15,1.4988010832439613e-15,0.0,1.887379141862766e-15,5.551115123125783e-17
5,36,0.49573014341217403,-0.10343737037569345,0.40659930836126035,True,9.992007221626409e-16,9.71445146547012e-16,1.1102230246251565e-16,1.9984014443252818e-15,0.0
5,37,0.7142234307611296,-0.05579594347506067,0.9142234307611297,True,2.220446049250313e-15,2.1094237467877974e-15,0.0,1.887379141862766e-15,8.326672684688674e-17
