family,seed,audit_id,dataset_index,target,resolved,certification_pass,quadrature_order,numerical_tolerance,nested_quadrature_error,endpoint_change,R,D,H,chi,R_over_s,D_over_s,H_over_s,max_abs_transfer_entry,pot_conservation_error,bshap_reconstruction_error,ig_reconstruction_error,bshap_completeness_error,ig_completeness_error,margin_gap_error,interior_mobius_reconstruction_error
additive,20260841,58,14292,2.032,True,True,32,3.2562554310183904e-08,5.539000147436468e-09,0.5410637046177809,4.728856195512776e-14,1.2709410243804173e-15,4.601762093074734e-14,,1.452237484340665e-14,3.9030753308653423e-16,1.4132067310320117e-14,1.3322676295501878e-15,1.7763568394002505e-15,1.9984014443252818e-15,0.0,3.3306690738754696e-16,7.771561172376096e-16,1.6973195335995546e-15,8.881784197001252e-16
additive,20260841,59,1456,2.041,True,True,32,3.2562554310183904e-08,1.1102230246251565e-16,0.5121879669909788,4.169242533678952e-14,1.1390057527275283e-15,4.055341958406199e-14,,1.2803794487261785e-14,3.497900508288152e-16,1.245400443643297e-14,1.1379786002407855e-15,2.6645352591003757e-15,8.881784197001252e-16,0.0,1.3322676295501878e-15,2.220446049250313e-16,6.566176174211642e-16,8.881784197001252e-16
additive,20260841,60,15570,2.109,True,True,32,3.2562554310183904e-08,7.572547033873889e-10,0.6350695566504032,3.197941043919794e-14,1.2600680254506342e-15,3.071934241374731e-14,,9.820915808560023e-15,3.869684219018866e-16,9.433947386658136e-15,1.1102230246251565e-15,1.1102230246251565e-15,8.881784197001252e-16,0.0,2.4424906541753444e-15,4.440892098500626e-16,1.0734799292863714e-15,8.881784197001252e-16
additive,20260841,61,15883,2.173,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,0.9042449690865042,4.242092788153684e-14,7.723649762087214e-16,4.164856290532812e-14,,1.3027518504059657e-14,2.3719422280308183e-16,1.2790324281256576e-14,1.2212453270876722e-15,1.5543122344752192e-15,1.5543122344752192e-15,0.0,1.9984014443252818e-15,0.0,1.7086861026611932e-15,8.881784197001252e-16
additive,20260841,62,16663,2.193,True,True,32,3.2562554310183904e-08,1.5265566588595902e-16,0.7749986110148157,6.076085815043264e-14,7.509576624563693e-16,6.000990048797627e-14,,1.8659733377067946e-14,2.3062001073469474e-16,1.8429113366333255e-14,6.496539417533143e-16,2.6645352591003757e-15,7.771561172376096e-16,0.0,6.661338147750939e-16,0.0,7.628818212067148e-16,8.881784197001252e-16
additive,20260841,63,11025,2.223,True,True,32,3.2562554310183904e-08,8.01581023779363e-14,0.5625507302353494,3.0319496913122634e-14,8.729458954634528e-16,2.944655101765918e-14,,9.311154347507757e-15,2.6808274533624033e-16,9.043071602171517e-15,7.632783294297951e-16,2.4424906541753444e-15,2.4424906541753444e-15,0.0,6.661338147750939e-16,6.661338147750939e-16,2.3674184306054527e-15,8.881784197001252e-16
additive,20260841,64,17449,2.231,True,True,32,3.2562554310183904e-08,1.1102230246251565e-16,2.104389996355195,6.654052309151837e-14,8.554334489440675e-16,6.56850896425743e-14,,2.0434675504159662e-14,2.627046517282987e-16,2.0171970852431362e-14,9.992007221626409e-16,1.9984014443252818e-15,1.2212453270876722e-15,0.0,1.7763568394002505e-15,4.440892098500626e-16,1.2934098236883074e-15,8.881784197001252e-16
additive,20260841,65,11267,2.256,True,True,32,3.2562554310183904e-08,6.794564910705958e-14,1.3396729855088352,5.0333869017205046e-14,9.251941144422777e-16,4.940867490276277e-14,,1.5457592342951787e-14,2.841282368788017e-16,1.5173464106072987e-14,1.1102230246251565e-15,3.552713678800501e-15,2.886579864025407e-15,0.0,6.217248937900877e-15,6.661338147750939e-16,2.9349538672412175e-15,8.881784197001252e-16
additive,20260841,66,8013,2.262,True,True,32,3.2562554310183904e-08,2.8199664825478976e-14,1.2673267414124045,5.050473927958876e-14,6.400633991075567e-16,4.9864675880481204e-14,,1.5510066808178328e-14,1.96564247697048e-16,1.531350256048128e-14,7.771561172376096e-16,1.5543122344752192e-15,1.5543122344752192e-15,0.0,3.9968028886505635e-15,2.220446049250313e-16,1.796975267000432e-15,8.881784197001252e-16
additive,20260841,67,10222,2.296,True,True,32,3.2562554310183904e-08,6.439293542825908e-15,1.287685709861349,4.738570646978246e-14,7.380339725603425e-16,4.664767249722212e-14,,1.4552208041911084e-14,2.2665112986223046e-16,1.4325556912048852e-14,7.771561172376096e-16,2.6645352591003757e-15,1.4432899320127035e-15,0.0,2.4424906541753444e-15,2.220446049250313e-16,1.345220231504148e-15,8.881784197001252e-16
additive,20260841,68,13255,2.305,True,True,32,3.2562554310183904e-08,4.440892098500626e-16,0.9981523334618871,3.6772668243756357e-14,6.717840569539898e-16,3.610088418680237e-14,,1.1292931105302063e-14,2.0630570026992323e-16,1.1086625405032139e-14,7.771561172376096e-16,1.3322676295501878e-15,2.220446049250313e-15,0.0,6.661338147750939e-16,2.220446049250313e-16,2.0745310231567212e-15,8.881784197001252e-16
additive,20260841,69,6618,2.306,True,True,32,3.2562554310183904e-08,7.494005416219807e-16,0.4967600848826066,2.635565377051563e-14,6.897756175762635e-16,2.5665878152939367e-14,,8.093853301389481e-15,2.1183093040110088e-16,7.88202237098838e-15,7.771561172376096e-16,1.3322676295501878e-15,2.220446049250313e-15,0.0,4.440892098500626e-16,1.6653345369377348e-16,2.0729449902643994e-15,8.881784197001252e-16
additive,20260841,70,15039,2.414,True,True,32,3.2562554310183904e-08,4.423256649843665e-09,1.17765658929271,5.964673199798654e-14,1.2079623016144784e-15,5.843876969637205e-14,,1.831758388172026e-14,3.7096669079080485e-16,1.7946617190929455e-14,1.1102230246251565e-15,2.220446049250313e-15,1.3322676295501878e-15,0.0,6.661338147750939e-16,2.220446049250313e-16,9.732955182547207e-16,1.1102230246251565e-15
additive,20260841,71,19348,2.446,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,0.8675320924758343,2.7557817139367558e-14,7.368774902430244e-16,2.6820939649124534e-14,,8.463039132881808e-15,2.2629597273717767e-16,8.23674316014463e-15,8.881784197001252e-16,1.1102230246251565e-15,1.3322676295501878e-15,0.0,0.0,5.551115123125783e-16,1.6193395830604069e-15,8.881784197001252e-16
additive,20260841,72,11032,2.48,True,True,32,3.2562554310183904e-08,9.192646643896296e-14,1.2160295372983922,4.452303326366036e-14,1.053968936762372e-15,4.346906432689799e-14,,1.3673077621473887e-14,3.2367514130571266e-16,1.3349402480168174e-14,1.0304257447302234e-15,1.3322676295501878e-15,2.6645352591003757e-15,0.0,5.773159728050814e-15,1.1102230246251565e-15,2.5344805619300003e-15,8.881784197001252e-16
additive,20260841,73,19241,2.542,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,1.252016660138204,4.916206330918271e-14,7.556785884874203e-16,4.8406384720695296e-14,,1.5097729385992095e-14,2.320698128558921e-16,1.4865659573136203e-14,8.881784197001252e-16,2.6645352591003757e-15,1.1102230246251565e-15,0.0,1.7763568394002505e-15,0.0,9.299439525312621e-16,8.881784197001252e-16
additive,20260841,74,16647,2.589,True,True,32,3.2562554310183904e-08,2.7755575615628914e-17,1.3280926819524934,5.1117096666608575e-14,5.761099269598786e-16,5.05409867396487e-14,,1.5698122505893756e-14,1.7692405868163138e-16,1.5521198447212128e-14,1.1345091532888318e-15,2.6645352591003757e-15,2.7755575615628914e-16,0.0,6.661338147750939e-16,2.220446049250313e-16,3.267227758182603e-16,8.881784197001252e-16
additive,20260841,75,20365,2.593,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,2.067224033029686,2.904620988175566e-14,8.91482654892462e-16,2.8154727226863197e-14,,8.920126352824688e-15,2.737754066835143e-16,8.646350946141174e-15,1.1102230246251565e-15,1.7763568394002505e-15,1.9984014443252818e-15,0.0,2.220446049250313e-15,0.0,2.1086307303416367e-15,8.881784197001252e-16
additive,20260841,76,18638,2.624,True,True,32,3.2562554310183904e-08,5.551115123125783e-17,0.8625256182930796,9.36143523810884e-14,7.99178844794534e-16,9.281517353629387e-14,,2.87490813802069e-14,2.454287944310903e-16,2.8503652585775806e-14,7.771561172376096e-16,4.884981308350689e-15,8.881784197001252e-16,0.0,3.1086244689504383e-15,1.1102230246251565e-16,8.252657816380334e-16,8.881784197001252e-16
additive,20260841,77,8396,2.625,True,True,32,3.2562554310183904e-08,3.1086244689504383e-15,0.3548735648204475,4.904496947455428e-14,5.872038966181488e-16,4.845776557793613e-14,,1.5061769727080504e-14,1.8033103024553002e-16,1.4881438696834975e-14,8.881784197001252e-16,2.6645352591003757e-15,1.4432899320127035e-15,0.0,9.43689570931383e-16,2.220446049250313e-16,1.5662074811676316e-15,8.881784197001252e-16
additive,20260841,78,19315,2.698,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,1.0938919790873696,3.9517000782751666e-14,5.952249275475466e-16,3.892177585520412e-14,,1.2135718963052221e-14,1.827942985914316e-16,1.195292466446079e-14,7.771561172376096e-16,2.220446049250313e-15,3.552713678800501e-15,0.0,2.6645352591003757e-15,2.220446049250313e-16,3.2164747056283107e-15,8.881784197001252e-16
additive,20260841,79,17995,2.83,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,2.5973691561680567,4.697978117640389e-14,8.310481932246226e-16,4.614873298317927e-14,,1.442754789101757e-14,2.5521591006290104e-16,1.417233198095467e-14,1.3322676295501878e-15,1.7763568394002505e-15,8.326672684688674e-16,0.0,2.220446049250313e-15,0.0,9.193703999157845e-16,8.881784197001252e-16
additive,20260841,80,14381,2.868,True,True,32,3.2562554310183904e-08,5.539000147436468e-09,0.9126627306184689,6.953465581105434e-14,1.350110499588806e-15,6.818454531146552e-14,,2.1354177300921214e-14,4.146205751330018e-16,2.0939556725788208e-14,1.3322676295501878e-15,2.886579864025407e-15,1.5543122344752192e-15,0.0,4.107825191113079e-15,1.3322676295501878e-15,1.672471684953182e-15,1.1102230246251565e-15
additive,20260841,81,15735,2.875,True,True,32,3.2562554310183904e-08,3.3306690738754696e-16,1.1145496420400063,1.8140003388289472e-14,5.905494347503902e-16,1.7549453953539083e-14,,5.5708170850147965e-15,1.8135844907157558e-16,5.389458635943221e-15,6.661338147750939e-16,1.3322676295501878e-15,7.771561172376096e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,9.754102287778162e-16,8.881784197001252e-16
additive,20260841,82,19114,2.911,True,True,32,3.2562554310183904e-08,3.3306690738754696e-16,1.7451743729425795,4.4813978916646846e-14,9.509175854146199e-16,4.3863061331232224e-14,,1.3762427385075046e-14,2.920279460746178e-16,1.3470399439000427e-14,1.1102230246251565e-15,1.5543122344752192e-15,3.774758283725532e-15,0.0,3.9968028886505635e-15,2.220446049250313e-16,3.3774570441989583e-15,8.881784197001252e-16
additive,20260841,83,282,2.93,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,2.203414970020866,6.883209280328373e-14,9.419218051034826e-16,6.789017099818025e-14,,2.113841934745167e-14,2.892653310090288e-16,2.0849154016442643e-14,1.1102230246251565e-15,3.1086244689504383e-15,4.440892098500626e-16,0.0,4.440892098500626e-16,8.881784197001252e-16,7.026125712984919e-16,8.881784197001252e-16
additive,20260841,84,4634,3.0,True,True,32,3.2562554310183904e-08,5.527522883852498e-14,0.9586393752780311,7.192857420790233e-14,1.160050891325595e-15,7.076852331657674e-14,,2.208935254978039e-14,3.562530384671912e-16,2.17330995113132e-14,1.2212453270876722e-15,2.886579864025407e-15,5.551115123125783e-16,0.0,9.992007221626409e-16,6.661338147750939e-16,5.3052800248159265e-16,8.881784197001252e-16
additive,20260841,85,9293,3.109,True,True,32,3.2562554310183904e-08,1.1102230246251565e-16,1.6237514191277347,4.6245559465196706e-14,6.23959382838905e-16,4.56216000823578e-14,,1.420206751124971e-14,1.9161868473068844e-16,1.401044882651902e-14,7.771561172376096e-16,3.774758283725532e-15,3.3306690738754696e-15,0.0,2.220446049250313e-15,0.0,3.3623897317219026e-15,8.881784197001252e-16
additive,20260841,86,1661,3.204,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,2.162762525173343,5.337614031319937e-14,8.204539891391927e-16,5.255568632406018e-14,,1.639187755504366e-14,2.519624171137571e-16,1.61399151379299e-14,1.3322676295501878e-15,2.4424906541753444e-15,6.661338147750939e-16,0.0,1.7763568394002505e-15,4.440892098500626e-16,9.986720445318672e-16,8.881784197001252e-16
additive,20260841,87,17862,3.205,True,True,32,3.2562554310183904e-08,1.6653345369377348e-16,1.1103521041035416,2.4417967647849537e-14,6.512647564095783e-16,2.376670289143996e-14,,7.49878753836361e-15,2.0000419813684453e-16,7.298783340226767e-15,8.881784197001252e-16,1.3322676295501878e-15,1.2212453270876722e-15,0.0,2.220446049250313e-15,0.0,1.1726069850564748e-15,8.881784197001252e-16
additive,20260841,88,18118,3.401,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,1.9167406663948325,6.473814539997846e-14,7.527543403422026e-16,6.398539105963626e-14,,1.988116312476496e-14,2.311717726968303e-16,1.964999135206813e-14,1.1102230246251565e-15,4.218847493575595e-15,2.220446049250313e-15,0.0,2.220446049250313e-15,0.0,1.7454291979999779e-15,8.881784197001252e-16
additive,20260841,89,11610,3.591,True,True,32,3.2562554310183904e-08,9.192646643896296e-14,2.131506152841271,5.435929484320923e-14,1.2301006774031349e-15,5.3129194165806095e-14,,1.6693805505979123e-14,3.777654128989574e-16,1.6316040093080166e-14,1.3322676295501878e-15,2.886579864025407e-15,3.1086244689504383e-15,0.0,4.440892098500626e-16,1.7763568394002505e-15,2.954779278395238e-15,8.881784197001252e-16
additive,20260841,90,1571,3.866,True,True,32,3.2562554310183904e-08,4.440892098500626e-16,2.2007195843139296,4.2650345061234773e-14,1.2558034969055247e-15,4.139454156432925e-14,,1.3097972798741995e-14,3.8565878000325465e-16,1.2712314018738741e-14,1.3322676295501878e-15,2.4424906541753444e-15,1.5543122344752192e-15,0.0,8.881784197001252e-16,8.881784197001252e-16,1.367689030812038e-15,8.881784197001252e-16
additive,20260841,91,18148,4.473,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,2.7991930355518964,5.084127563392826e-14,7.259404717563896e-16,5.011533516217187e-14,,1.561341753156868e-14,2.2293720106882167e-16,1.5390480330499855e-14,1.1102230246251565e-15,3.1086244689504383e-15,1.9984014443252818e-15,0.0,4.440892098500626e-15,4.440892098500626e-16,2.326445914220477e-15,8.881784197001252e-16
additive,20260841,92,9313,4.878,True,True,32,3.2562554310183904e-08,1.1102230246251565e-16,1.9973593194993855,6.748594738592573e-14,9.703382277575789e-16,6.651560915816814e-14,,2.0725016453890277e-14,2.979920489388962e-16,2.042702440495138e-14,1.4432899320127035e-15,3.552713678800501e-15,8.881784197001252e-16,0.0,1.3322676295501878e-15,2.220446049250313e-16,6.793507555444408e-16,8.881784197001252e-16
additive,20260841,93,6702,4.932,True,True,32,3.2562554310183904e-08,4.440892098500626e-16,0.7945981042468246,3.80599414831484e-14,8.423166678039884e-16,3.7217624815344414e-14,,1.168825428146624e-14,2.586764723001336e-16,1.1429577809166106e-14,8.881784197001252e-16,1.5543122344752192e-15,6.106226635438361e-16,0.0,6.661338147750939e-16,6.661338147750939e-16,6.130017128823186e-16,8.881784197001252e-16
additive,20260841,94,9850,5.0,True,True,32,3.2562554310183904e-08,2.220446049250313e-16,1.1413132639438817,7.916584054967757e-14,9.129601836426513e-16,7.825288036603491e-14,,2.4311925838360453e-14,2.803711818630653e-16,2.4031554656497386e-14,1.1102230246251565e-15,3.774758283725532e-15,2.220446049250313e-15,0.0,2.6645352591003757e-15,0.0,2.215423611757961e-15,8.881784197001252e-16
additive,20260841,95,10805,5.00001,True,True,32,3.2562554310183904e-08,9.374723219934822e-13,1.0099230294638661,4.952115106870991e-14,1.3348284118242487e-15,4.818632265688566e-14,,1.5208005673320972e-14,4.099274274090907e-16,1.479807824591188e-14,1.4155343563970746e-15,1.7763568394002505e-15,2.6645352591003757e-15,0.0,2.886579864025407e-15,1.5543122344752192e-15,2.5873483250073885e-15,8.881784197001252e-16
additive,20260841,96,14807,5.00001,True,True,32,3.2562554310183904e-08,6.652627115855125e-09,1.6870876115985323,4.4998726966838376e-14,1.288717809715189e-15,4.3710009157123184e-14,,1.381916373580222e-14,3.9576680546591634e-16,1.3423396930336304e-14,1.7763568394002505e-15,1.7763568394002505e-15,8.881784197001252e-16,0.0,6.661338147750939e-16,6.661338147750939e-16,1.118153189086765e-15,1.1102230246251565e-15
additive,20260841,97,15672,5.00001,True,True,32,3.2562554310183904e-08,7.277511926417901e-14,3.7363001640683446,4.995309721422814e-14,9.964912493049243e-16,4.895660596492321e-14,,1.5340656859528172e-14,3.060236736383032e-16,1.5034633185889868e-14,8.881784197001252e-16,2.220446049250313e-15,2.886579864025407e-15,0.0,3.9968028886505635e-15,0.0,2.881557426533055e-15,8.881784197001252e-16
additive,20260841,98,15698,5.00001,True,True,32,3.2562554310183904e-08,9.460521255277854e-11,3.5200511133185417,5.757200272071827e-14,1.400004450993092e-15,5.6171998269725183e-14,,1.768043199937564e-14,4.299430682424204e-16,1.7250488931133222e-14,1.7763568394002505e-15,2.6645352591003757e-15,2.4424906541753444e-15,0.0,2.220446049250313e-15,1.7763568394002505e-15,2.5709593184533984e-15,8.881784197001252e-16
additive,20260841,99,17110,5.00001,True,True,32,3.2562554310183904e-08,1.2212986177928542e-10,3.439299914917963,7.572067972638763e-14,9.872724331183048e-16,7.473340729326933e-14,,2.3253912762828333e-14,3.0319256398431135e-16,2.295072019884402e-14,1.3322676295501878e-15,5.773159728050814e-15,1.9984014443252818e-15,0.0,8.881784197001252e-16,4.440892098500626e-16,1.5252349647826554e-15,8.881784197001252e-16
additive,20260842,0,18834,0.557,True,True,32,3.271932171435142e-08,3.806355231006364e-10,-0.8421333845000591,5.234267880238619e-14,7.035625389162886e-16,5.16391162634699e-14,,1.5997482851066415e-14,2.150296833958176e-16,1.57824531676706e-14,6.661338147750939e-16,1.9984014443252818e-15,2.886579864025407e-15,0.0,4.440892098500626e-15,1.1102230246251565e-16,2.8022557819169725e-15,2.220446049250313e-16
additive,20260842,1,12797,0.598,True,True,32,3.271932171435142e-08,8.049116928532385e-14,-0.6770335218331991,4.286675181486288e-14,7.311446421843202e-16,4.213560717267856e-14,,1.3101357109142201e-14,2.2345959631052615e-16,1.2877897512831676e-14,5.551115123125783e-16,2.6645352591003757e-15,1.2212453270876722e-15,0.0,2.886579864025407e-15,6.661338147750939e-16,1.3779982446121288e-15,2.220446049250313e-16
additive,20260842,2,19817,0.656,True,True,32,3.271932171435142e-08,1.1102230246251565e-16,-0.8326302722075476,3.8517800060589025e-14,5.740778223165911e-16,3.794372223827243e-14,,1.1772187821269614e-14,1.7545529437573512e-16,1.1596732526893878e-14,4.718447854656915e-16,2.6645352591003757e-15,9.992007221626409e-16,0.0,6.661338147750939e-16,6.661338147750939e-16,6.904529857906925e-16,2.220446049250313e-16
additive,20260842,3,2319,0.682,True,True,32,3.271932171435142e-08,2.7755575615628914e-17,-0.5282179939248,5.689589424595631e-14,3.025399045043455e-16,5.6593354341451965e-14,,1.7389081210996043e-14,9.246521280165925e-17,1.7296615998194382e-14,4.440892098500626e-16,1.5543122344752192e-15,1.6653345369377348e-16,0.0,4.440892098500626e-16,0.0,1.8318679906315077e-16,2.220446049250313e-16
additive,20260842,4,2961,0.699,True,True,32,3.271932171435142e-08,5.551115123125783e-17,-0.1517815519453456,4.3042826247674526e-14,2.2851264531403035e-16,4.2814313602360495e-14,,1.3155170704163768e-14,6.984027581898179e-17,1.3085330428344786e-14,2.6645352591003756e-16,1.7763568394002505e-15,3.3306690738754696e-16,0.0,5.551115123125783e-17,1.1102230246251565e-16,3.256654205567125e-16,2.220446049250313e-16
additive,20260842,5,9528,0.7,True,True,32,3.271932171435142e-08,8.604228440844963e-13,-0.36846526117232026,6.655093143237423e-14,5.793645986243303e-16,6.59715668337499e-14,,2.0339948368545643e-14,1.7707109080143556e-16,2.016287727774421e-14,5.551115123125783e-16,3.3306690738754696e-15,8.881784197001252e-16,0.0,1.27675647831893e-15,3.3306690738754696e-16,9.140836236080453e-16,2.220446049250313e-16
additive,20260842,6,2903,0.725,True,True,32,3.271932171435142e-08,1.1102230246251565e-15,0.03664950334725048,4.015711374538711e-14,3.560148207983255e-16,3.980109892458878e-14,,1.2273210947332477e-14,1.0880874117942656e-16,1.216440220615305e-14,3.608224830031759e-16,1.5543122344752192e-15,8.881784197001252e-16,0.0,1.942890293094024e-15,3.3306690738754696e-16,9.17255689392689e-16,2.220446049250313e-16
additive,20260842,7,2561,0.741,True,True,32,3.271932171435142e-08,2.4372504014991137e-11,-0.11111468946899361,5.384234724736814e-14,1.0070978442723258e-15,5.2835249403095814e-14,,1.6455826229353553e-14,3.0779912036825334e-16,1.61480271089853e-14,1.1102230246251565e-15,1.9984014443252818e-15,2.6645352591003757e-15,0.0,1.7208456881689926e-15,4.996003610813204e-16,3.0216569986881346e-15,2.220446049250313e-16
additive,20260842,8,9579,0.797,True,True,32,3.271932171435142e-08,1.1102230246251565e-16,-0.5052985775621617,5.319399434822181e-14,3.788346950954016e-16,5.28151596531264e-14,,1.6257670257537686e-14,1.1578317497004722e-16,1.6141887082567637e-14,4.884981308350689e-16,2.6645352591003757e-15,4.440892098500626e-16,0.0,4.440892098500626e-16,4.440892098500626e-16,3.6002946655701505e-16,2.220446049250313e-16
additive,20260842,9,12279,0.819,True,True,64,3.271932171435142e-08,1.199040866595169e-14,-0.5607312314300146,6.379749159513004e-14,1.4285984762887763e-15,6.236889311884126e-14,,1.94984150808808e-14,4.366222774300854e-16,1.9061792803450713e-14,2.220446049250313e-15,3.3306690738754696e-15,1.7763568394002505e-15,0.0,0.0,1.9984014443252818e-15,1.439324849781899e-15,2.220446049250313e-16
additive,20260842,10,5210,0.904,True,True,64,3.271932171435142e-08,2.6201263381153694e-14,-0.13021680761954535,4.281817955753553e-14,1.689703271481219e-15,4.112847628605431e-14,,1.308651197948108e-14,5.164236857453183e-16,1.2570088293735761e-14,2.220446049250313e-15,2.220446049250313e-15,1.9984014443252818e-15,0.0,2.4424906541753444e-15,2.1094237467877974e-15,1.85935922743175e-15,2.220446049250313e-16
additive,20260842,11,7482,0.932,True,True,64,3.271932171435142e-08,1.8207657603852567e-14,0.09034176662200233,5.6507912498532376e-14,1.6723782370516492e-15,5.4835534261480726e-14,,1.7270502424182818e-14,5.111286388061361e-16,1.6759373785376682e-14,2.6645352591003757e-15,2.6645352591003757e-15,9.992007221626409e-16,0.0,1.27675647831893e-15,2.942091015256665e-15,1.194018429102817e-15,2.220446049250313e-16
additive,20260842,12,13055,0.961,True,True,32,3.271932171435142e-08,7.616129948928574e-14,-0.2583451425806522,5.735060863709673e-14,6.166260458589128e-16,5.673398259123782e-14,,1.752805548286824e-14,1.884592997502289e-16,1.7339596183118012e-14,3.3306690738754696e-16,2.220446049250313e-15,1.9984014443252818e-15,0.0,3.4416913763379853e-15,7.771561172376096e-16,2.0845758981414248e-15,2.220446049250313e-16
additive,20260842,13,12827,0.962,True,True,32,3.271932171435142e-08,1.249000902703301e-13,-0.2378516110288078,4.349905852185642e-14,6.685541670534806e-16,4.2830504354802937e-14,,1.3294608886337875e-14,2.0433008143938324e-16,1.3090278804898491e-14,5.551115123125783e-16,1.3322676295501878e-15,1.887379141862766e-15,0.0,1.0269562977782698e-15,7.771561172376096e-16,1.9923216515713822e-15,2.220446049250313e-16
additive,20260842,14,2997,1.002,True,True,32,3.271932171435142e-08,6.245004513516506e-17,-0.5237700019075524,6.398798591683574e-14,4.1907511687057556e-16,6.356891079996517e-14,,1.9556635823770513e-14,1.2808184733449406e-16,1.942855397643602e-14,3.885780586188048e-16,2.6645352591003757e-15,6.661338147750939e-16,0.0,1.5543122344752192e-15,0.0,6.322984464055655e-16,2.220446049250313e-16
additive,20260842,15,5030,1.01,True,True,32,3.271932171435142e-08,2.4889911021119815e-08,0.44234331801443827,5.498422897542987e-14,3.592005165531376e-15,5.1392223809898494e-14,,1.6804819322190463e-14,1.0978238476000688e-15,1.570699547459039e-14,6.8833827526759706e-15,6.8833827526759706e-15,1.5543122344752192e-15,0.0,1.2212453270876722e-15,6.716849298982197e-15,1.6605764382607689e-15,2.220446049250313e-16
additive,20260842,16,9116,1.026,True,True,32,3.271932171435142e-08,1.797825222027427e-10,-0.6402872993370146,4.484607130095242e-14,4.441552945539094e-16,4.440191600639851e-14,,1.3706296142832916e-14,1.3574709721414946e-16,1.3570549045618767e-14,4.758098676964956e-16,3.3306690738754696e-15,9.992007221626409e-16,0.0,1.1102230246251565e-15,1.1102230246251565e-16,9.098542025618544e-16,2.220446049250313e-16
additive,20260842,17,20015,1.034,True,True,32,3.271932171435142e-08,1.1102230246251565e-16,-0.6538297125517192,5.699173771800403e-14,3.435165511833116e-16,5.664822116682072e-14,,1.741837383291665e-14,1.0498889744179435e-16,1.7313384935474854e-14,5.273559366969494e-16,4.218847493575595e-15,6.661338147750939e-16,0.0,4.440892098500626e-16,1.1102230246251565e-16,8.657096203922353e-16,2.220446049250313e-16
additive,20260842,18,1857,1.059,True,True,32,3.271932171435142e-08,4.220443994285006e-10,-0.5005058560672697,6.746328756052078e-14,9.337200738120044e-16,6.652956748670878e-14,,2.0618791596443725e-14,2.8537268650115507e-16,2.0333418909942572e-14,1.5543122344752192e-15,3.552713678800501e-15,2.4424906541753444e-15,0.0,4.440892098500626e-15,1.2212453270876722e-15,2.8170587555786412e-15,2.220446049250313e-16
additive,20260842,19,19048,1.075,True,True,32,3.271932171435142e-08,2.7977620220553945e-14,0.15728918356395516,9.526244810348361e-14,5.053239159785467e-16,9.475712418750506e-14,,2.911504368432533e-14,1.544420512106461e-16,2.8960601633114686e-14,6.938893903907228e-16,5.551115123125783e-15,1.5543122344752192e-15,0.0,1.7486012637846216e-15,5.551115123125783e-16,1.3716541130428422e-15,2.220446049250313e-16
additive,20260842,20,9519,1.089,True,True,32,3.271932171435142e-08,9.707790127322369e-13,0.23800755201840706,6.19235565602061e-14,4.671445109045926e-16,6.14564120493015e-14,,1.8925684676722698e-14,1.427732869840308e-16,1.8782911389738667e-14,4.884981308350689e-16,2.4424906541753444e-15,4.440892098500626e-16,0.0,1.1102230246251565e-15,1.1102230246251565e-16,2.593163778945902e-16,2.220446049250313e-16
additive,20260842,21,2993,1.098,True,True,32,3.271932171435142e-08,1.1102230246251565e-16,-0.32690117600993185,4.1396573668972536e-14,3.65324503452735e-16,4.1031249165519804e-14,,1.2652026845292174e-14,1.1165405769780843e-16,1.2540372787594367e-14,3.7470027081099033e-16,2.220446049250313e-15,7.771561172376096e-16,0.0,9.43689570931383e-16,3.885780586188048e-16,7.620888047605538e-16,2.220446049250313e-16
additive,20260842,22,11936,1.16,True,True,64,3.271932171435142e-08,1.199040866595169e-14,0.2776986328132023,3.991598718222633e-14,1.5694125893041982e-15,3.834657459292213e-14,,1.219951548222905e-14,4.796592676968052e-16,1.1719856214532244e-14,2.220446049250313e-15,2.220446049250313e-15,1.3322676295501878e-15,0.0,2.7755575615628914e-16,1.9984014443252818e-15,1.3550007676734648e-15,2.220446049250313e-16
additive,20260842,23,9470,1.162,True,True,32,3.271932171435142e-08,2.7340352204419105e-12,0.13838227311904072,3.141844423515394e-14,9.61771998021446e-16,3.0456672237132494e-14,,9.602413066336004e-15,2.939461906997881e-16,9.308466875636214e-15,4.926614671774132e-16,8.881784197001252e-16,1.7763568394002505e-15,0.0,0.0,8.881784197001252e-16,2.007124625233051e-15,2.220446049250313e-16
additive,20260842,24,16444,1.167,True,True,32,3.271932171435142e-08,1.6653345369377348e-15,-0.003405397413271949,3.9141649990637184e-14,3.4680220005269195e-16,3.8794847790584493e-14,,1.1962854955354648e-14,1.0599308967354809e-16,1.18568618656811e-14,3.885780586188048e-16,1.5543122344752192e-15,7.771561172376096e-16,0.0,5.551115123125783e-16,2.7755575615628914e-16,8.051760316686255e-16,2.220446049250313e-16
