family,seed,audit_id,dataset_index,target,resolved,certification_pass,quadrature_order,numerical_tolerance,nested_quadrature_error,endpoint_change,R,D,H,chi,R_over_s,D_over_s,H_over_s,max_abs_transfer_entry,pot_conservation_error,bshap_reconstruction_error,ig_reconstruction_error,bshap_completeness_error,ig_completeness_error,margin_gap_error,interior_mobius_reconstruction_error
quadratic,20260840,64,17449,2.231,True,True,32,2.9325654395521902e-08,2.220446049250313e-15,2.038573917492034,8.089587510940175e-14,3.288147697244082e-16,8.056706033967734e-14,,2.7585360591903704e-14,1.121252966053569e-16,2.7473235295298345e-14,1.6930901125533637e-15,3.566591466608315e-15,3.3306690738754696e-16,2.7755575615628914e-17,0.0,4.440892098500626e-16,3.0848339755656193e-16,0.0
quadratic,20260840,65,11267,2.256,True,True,32,2.9325654395521902e-08,1.7763568394002505e-15,1.104748224490981,8.926307423872444e-14,2.993482198232475e-16,8.896372601890119e-14,,3.0438561757160695e-14,1.02077251469266e-16,3.033648450569143e-14,1.3639882873966208e-15,3.5028403788661677e-15,6.661338147750939e-16,2.220446049250313e-16,1.1102230246251565e-15,2.220446049250313e-16,9.344377123928398e-16,0.0
quadratic,20260840,66,8013,2.262,True,True,32,2.9325654395521902e-08,2.220446049250313e-15,1.1031296215104038,7.931785601999502e-14,2.4715472723979553e-16,7.907070129275522e-14,,2.7047258673316102e-14,8.427935619316876e-17,2.6962979317122932e-14,1.924386576016938e-15,3.576999807464176e-15,3.3306690738754696e-16,1.3877787807814457e-17,4.440892098500626e-16,2.220446049250313e-16,3.2989484160290377e-16,0.0
quadratic,20260840,67,10222,2.296,True,True,32,2.9325654395521902e-08,1.7763568394002505e-15,0.9079181102553029,8.000441413855273e-14,3.2066156938731765e-16,7.968375256916542e-14,,2.728137386450602e-14,1.0934506867689318e-16,2.7172028795829128e-14,1.7393494052460785e-15,3.108190788081444e-15,4.440892098500626e-16,1.1102230246251565e-16,2.220446049250313e-16,4.440892098500626e-16,3.486628974953768e-16,0.0
quadratic,20260840,68,13255,2.305,True,True,32,2.9325654395521902e-08,2.220446049250313e-15,0.37942287592009083,9.413462124958453e-14,2.3525793168713665e-16,9.389936331789739e-14,,3.209975128942361e-14,8.022256844268789e-17,3.201952872098092e-14,1.7446361815538175e-15,5.135106749543095e-15,1.1102230246251565e-16,1.0408340855860843e-17,1.1102230246251565e-16,4.440892098500626e-16,2.175508450634535e-16,0.0
quadratic,20260840,69,6618,2.306,True,True,32,2.9325654395521902e-08,1.6653345369377348e-15,0.3181724031852655,8.139148792977869e-14,2.609155760990066e-16,8.113057235367968e-14,,2.7754363749921082e-14,8.897178306065323e-17,2.7665391966860427e-14,1.5173048003210472e-15,4.5213398996990506e-15,3.3306690738754696e-16,5.551115123125783e-17,1.1102230246251565e-16,5.551115123125783e-17,3.03725298879596e-16,0.0
quadratic,20260840,70,15039,2.414,True,True,32,2.9325654395521902e-08,4.218847493575595e-15,1.1659385183161437,1.502677488062791e-13,6.357513721815572e-16,1.4963199743409756e-13,,5.124105562303338e-14,2.167901740936557e-16,5.102426544893973e-14,3.0769038111040054e-15,6.348112140119877e-15,4.440892098500626e-16,2.220446049250313e-16,2.220446049250313e-16,2.220446049250313e-16,2.1358576283264959e-16,2.220446049250313e-16
quadratic,20260840,71,19348,2.446,True,True,32,2.9325654395521902e-08,4.884981308350689e-15,0.4714910478835914,1.1256501631517902e-13,6.19767650725377e-16,1.1194524866445364e-13,,3.838448574650323e-14,2.113397513202696e-16,3.817314599518296e-14,3.4892723631076347e-15,6.171278765787491e-15,6.661338147750939e-16,8.326672684688674e-17,0.0,2.220446049250313e-16,6.082436142053553e-16,0.0
quadratic,20260840,72,11032,2.48,True,True,32,2.9325654395521902e-08,3.9968028886505635e-15,0.44677871315881634,8.580843335815297e-14,2.5309305742452305e-16,8.555534030072845e-14,,2.926053488895243e-14,8.63043170362026e-17,2.917423057191623e-14,3.0531133177191805e-15,2.77528651101977e-15,6.661338147750939e-16,3.469446951953614e-18,4.440892098500626e-16,3.885780586188048e-16,5.672710978203776e-16,0.0
quadratic,20260840,73,19241,2.542,True,True,32,2.9325654395521902e-08,3.1086244689504383e-15,0.7759609354805359,1.2085984081919432e-13,4.765316365713217e-16,1.2038330918262298e-13,,4.1213007283360027e-14,1.6249650566845977e-16,4.1050510777691565e-14,1.8133642735544222e-15,3.837533589512443e-15,8.881784197001252e-16,4.163336342344337e-17,2.220446049250313e-16,2.220446049250313e-16,1.821294438016037e-16,0.0
quadratic,20260840,74,16647,2.589,True,True,32,2.9325654395521902e-08,1.6653345369377348e-15,1.3726055639659342,4.9761334892267374e-14,2.1748269521261117e-16,4.954385219705476e-14,,1.6968533496686795e-14,7.416124198947844e-17,1.6894372254697318e-14,1.3005469717037547e-15,3.4974193680037402e-15,1.1102230246251565e-16,1.734723475976807e-18,2.220446049250313e-16,2.220446049250313e-16,1.3877787807814437e-16,0.0
quadratic,20260840,75,20365,2.593,True,True,32,2.9325654395521902e-08,1.9984014443252818e-15,1.7435546706862055,8.799664762567556e-14,3.145435714140068e-16,8.768210405426155e-14,,3.0006712361417193e-14,1.0725884141294334e-16,2.9899453520004255e-14,1.7023419710919068e-15,6.594334453491335e-15,2.220446049250313e-16,8.673617379884035e-19,4.440892098500626e-16,2.220446049250313e-16,3.10862446895044e-16,0.0
quadratic,20260840,76,18638,2.624,True,True,32,2.9325654395521902e-08,3.0531133177191805e-15,0.4984121424019088,8.876087179242914e-14,2.362889563244955e-16,8.852458283610464e-14,,3.026731154752446e-14,8.057414615122022e-17,3.018673740137324e-14,2.3869795029440866e-15,3.0912772341906702e-15,4.440892098500626e-16,6.938893903907228e-18,6.106226635438361e-16,4.440892098500626e-16,4.689370584964354e-16,0.0
quadratic,20260840,77,8396,2.625,True,True,32,2.9325654395521902e-08,2.3314683517128287e-15,0.04972773389330287,8.12836832554064e-14,4.355462130176251e-16,8.084813704238877e-14,,2.7717602532961247e-14,1.485205435293318e-16,2.7569081989431915e-14,1.7287758526306009e-15,2.780978572425319e-15,4.440892098500626e-16,0.0,3.3306690738754696e-16,3.3306690738754696e-16,3.494559139415371e-16,0.0
quadratic,20260840,78,19315,2.698,True,True,32,2.9325654395521902e-08,6.217248937900877e-15,0.6670371776834554,1.246621698478794e-13,5.063430660206825e-16,1.241558267818587e-13,,4.2509595239216766e-14,1.7266215416424e-16,4.233693308505252e-14,4.218847493575595e-15,3.056365924236637e-15,6.661338147750939e-16,6.938893903907228e-18,4.440892098500626e-16,5.551115123125783e-16,6.571462950519379e-16,0.0
quadratic,20260840,79,17995,2.83,True,True,32,2.9325654395521902e-08,3.3306690738754696e-15,2.251534610972021,1.0306825689919816e-13,6.019015477830631e-16,1.0246635535141509e-13,,3.514610637808544e-14,2.0524743955073514e-16,3.49408589385347e-14,2.727976574793242e-15,3.480072133243972e-15,1.3322676295501878e-15,1.3877787807814457e-17,1.3322676295501878e-15,4.440892098500626e-16,1.214901195518384e-15,0.0
quadratic,20260840,80,14381,2.868,True,True,32,2.9325654395521902e-08,3.1086244689504383e-15,0.37764579808644405,1.0959435037723639e-13,6.927039960154717e-16,1.0890164638122092e-13,,3.73714935391081e-14,2.362109253122922e-16,3.713528261379581e-14,2.125284075711014e-15,4.7661527502462775e-15,1.1102230246251565e-15,2.7755575615628914e-17,1.1102230246251565e-16,7.216449660063518e-16,9.780536169316852e-16,0.0
quadratic,20260840,81,15735,2.875,True,True,32,2.9325654395521902e-08,1.5543122344752192e-15,0.07225070900825092,5.504597170771918e-14,1.8780343517094403e-16,5.485816827254824e-14,,1.877058597407628e-14,6.404066304471694e-17,1.8706545311031564e-14,1.4654943925052066e-15,3.766084666345648e-15,4.440892098500626e-16,2.6020852139652106e-18,6.661338147750939e-16,0.0,2.865432758794453e-16,0.0
quadratic,20260840,82,19114,2.911,True,True,32,2.9325654395521902e-08,4.6629367034256575e-15,1.3032891526086299,1.2570098105744783e-13,5.88380772262045e-16,1.2511260028518578e-13,,4.286382815608803e-14,2.0063687729740557e-16,4.2663191278790624e-14,2.6010939434075094e-15,4.213887268636474e-15,8.881784197001252e-16,8.673617379884035e-19,2.220446049250313e-16,8.881784197001252e-16,5.609269662510908e-16,0.0
quadratic,20260840,83,282,2.93,True,True,32,2.9325654395521902e-08,3.3306690738754696e-15,1.6727242650741594,1.274021329230479e-13,5.256550300030196e-16,1.2687647789304488e-13,,4.344391814918971e-14,1.7924750217450848e-16,4.32646706470152e-14,2.886579864025407e-15,5.881634155407989e-15,8.881784197001252e-16,0.0,2.220446049250313e-16,2.220446049250313e-16,2.1067803586339255e-16,0.0
quadratic,20260840,84,4634,3.0,True,True,32,2.9325654395521902e-08,3.3306690738754696e-15,-0.09777122012500494,1.0351800848396571e-13,2.58265218074028e-16,1.0325974326589169e-13,,3.529947093005814e-14,8.806801532567529e-17,3.521140291473247e-14,2.886579864025407e-15,4.620652818698723e-15,4.440892098500626e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,1.4380031557049647e-16,0.0
quadratic,20260840,85,9293,3.109,True,True,32,2.9325654395521902e-08,2.4424906541753444e-15,1.18099111684111,1.624656365953986e-13,4.0861075890246976e-16,1.6205702583649613e-13,,5.540051533179342e-14,1.3933559790054187e-16,5.5261179733892874e-14,2.950021179718273e-15,9.551604299162797e-15,8.881784197001252e-16,3.469446951953614e-18,4.440892098500626e-16,4.440892098500626e-16,4.425031769577407e-16,0.0
quadratic,20260840,86,1661,3.204,True,True,32,2.9325654395521902e-08,3.9968028886505635e-15,1.4849055458933391,1.4527718204987795e-13,3.811155208799239e-16,1.4489606652899801e-13,,4.9539280552955756e-14,1.299597668784234e-16,4.940932078607733e-14,3.3861802251067274e-15,5.576810714613689e-15,1.5543122344752192e-15,2.7755575615628914e-17,1.3322676295501878e-15,8.881784197001252e-16,1.4390605109665113e-15,0.0
quadratic,20260840,87,17862,3.205,True,True,32,2.9325654395521902e-08,1.7763568394002505e-15,1.0600392396370928,9.713072992757986e-14,2.7735827647487126e-16,9.6853371651105e-14,,3.312141942940307e-14,9.457871689206858e-17,3.3026840712511e-14,2.0816681711721685e-15,4.816459731049605e-15,1.1102230246251565e-15,1.3877787807814457e-17,1.1102230246251565e-15,4.440892098500626e-16,1.0602629885170252e-15,0.0
quadratic,20260840,88,18118,3.401,True,True,32,2.9325654395521902e-08,2.886579864025407e-15,1.8339207915800395,1.214790059632838e-13,5.686584893860974e-16,1.209103474738977e-13,,4.14241415809067e-14,1.9391161121810567e-16,4.1230229969688595e-14,3.2751579226442118e-15,6.602357549567728e-15,4.440892098500626e-16,1.3877787807814457e-17,6.661338147750939e-16,6.661338147750939e-16,6.703632358212846e-16,0.0
quadratic,20260840,89,11610,3.591,True,True,32,2.9325654395521902e-08,2.220446049250313e-15,1.5353221077005894,1.1039870551297441e-13,4.1655667010991546e-16,1.099821488428645e-13,,3.764577731974928e-14,1.4204514057613822e-16,3.750373217917314e-14,2.0724163126336257e-15,5.801348984535437e-15,2.220446049250313e-16,4.440892098500626e-16,0.0,6.661338147750939e-16,1.0599986497016486e-16,0.0
quadratic,20260840,90,1571,3.866,True,True,32,2.9325654395521902e-08,3.1086244689504383e-15,1.4216825379326117,1.1032217361769398e-13,3.1737501701612727e-16,1.1000479860067785e-13,,3.7619680069113974e-14,1.0822435971440461e-16,3.751145570939957e-14,2.220446049250313e-15,3.3107197539017363e-15,8.673617379884035e-18,6.938893903907228e-18,0.0,4.440892098500626e-16,1.9666807864788467e-16,0.0
quadratic,20260840,91,18148,4.473,True,True,32,2.9325654395521902e-08,3.774758283725532e-15,2.2087632773159402,1.2241821881181636e-13,3.497863374607712e-16,1.2206843247435558e-13,,4.174441162019215e-14,1.1927656677089683e-16,4.162513505342126e-14,2.146431180941969e-15,5.569546560058036e-15,4.440892098500626e-16,3.469446951953614e-18,0.0,4.440892098500626e-16,2.9817418375647005e-16,0.0
quadratic,20260840,92,9313,4.878,True,True,32,2.9325654395521902e-08,3.552713678800501e-15,1.6955814059516066,1.2878665871009682e-13,4.667490352550104e-16,1.2831990967484182e-13,,4.3916039169363896e-14,1.5916065468134419e-16,4.375687851468255e-14,2.4424906541753444e-15,4.439807896328141e-15,8.881784197001252e-16,8.326672684688674e-17,4.440892098500626e-16,2.220446049250313e-16,1.0322430740860074e-15,2.220446049250313e-16
quadratic,20260840,93,6702,4.932,True,True,32,2.9325654395521902e-08,2.4424906541753444e-15,0.7834036894488283,8.350233985478535e-14,2.4110462097395234e-16,8.326123523381141e-14,,2.847416079060673e-14,8.221627988999612e-17,2.8391944510716732e-14,1.9032394707859826e-15,2.5872316442021592e-15,4.440892098500626e-16,5.551115123125783e-17,2.220446049250313e-16,2.220446049250313e-16,1.168377564010289e-16,0.0
quadratic,20260840,94,9850,5.0,True,True,32,2.9325654395521902e-08,4.440892098500626e-15,-0.39632648241433044,1.0554971042358875e-13,2.0808008094341752e-16,1.0534163034264534e-13,,3.599227795568185e-14,7.095496596154112e-17,3.592132298972031e-14,3.711316968032666e-15,2.8345381597461028e-15,2.220446049250313e-16,1.3877787807814457e-17,1.1102230246251565e-16,0.0,1.2503225967802363e-16,0.0
quadratic,20260840,95,10805,5.00001,True,True,32,2.9325654395521902e-08,1.9984014443252818e-15,0.4072051520476727,7.535637127525654e-14,1.8332309876483465e-16,7.51730481764917e-14,,2.569639887959794e-14,6.251287568635758e-17,2.5633886003911584e-14,1.8596235662471372e-15,3.5427390188136343e-15,1.1102230246251565e-16,5.551115123125783e-17,0.0,2.220446049250313e-16,1.9164564115553308e-16,0.0
quadratic,20260840,96,14807,5.00001,True,True,32,2.9325654395521902e-08,4.884981308350689e-15,1.6474287652755193,1.012279649158298e-13,3.2460393500117473e-16,1.0090336098082862e-13,,3.451856983327457e-14,1.1068940887837188e-16,3.44078804243962e-14,2.1094237467877974e-15,6.191661766630219e-15,4.440892098500626e-16,2.6020852139652106e-18,2.220446049250313e-16,2.220446049250313e-16,3.753611178494577e-16,0.0
quadratic,20260840,97,15672,5.00001,True,True,32,2.9325654395521902e-08,2.886579864025407e-15,3.0021360915021242,1.5826312931927923e-13,4.458848551623974e-16,1.5781724446411683e-13,,5.3967467250601714e-14,1.5204600352600662e-16,5.3815421247075706e-14,2.6645352591003757e-15,6.7437375128598376e-15,4.440892098500626e-16,1.734723475976807e-18,4.440892098500626e-16,0.0,4.2188474935756016e-16,4.440892098500626e-16
quadratic,20260840,98,15698,5.00001,True,True,32,2.9325654395521902e-08,4.6629367034256575e-15,4.695959112162065,2.34832481461492e-13,1.0529967688143761e-15,2.3377948469267764e-13,,8.007749061427645e-14,3.590701692833055e-16,7.971842044499315e-14,4.218847493575595e-15,1.1948992142962744e-14,4.440892098500626e-16,5.551115123125783e-17,8.881784197001252e-16,0.0,4.958996176659046e-16,0.0
quadratic,20260840,99,17110,5.00001,True,True,32,2.9325654395521902e-08,8.215650382226158e-15,4.4907124640077285,1.6711344609708435e-13,1.1466739016641193e-15,1.6596677219542023e-13,,5.698541074077548e-14,3.9101391777951906e-16,5.6594396822995963e-14,4.6074255521944e-15,3.97240833976964e-15,8.881784197001252e-16,5.551115123125783e-17,1.7763568394002505e-15,0.0,7.940738014223743e-16,0.0
quadratic,20260841,0,18834,0.557,True,True,32,2.96147055026555e-08,2.220446049250313e-15,-0.5695320565706945,1.0779542148117846e-13,5.246650501621907e-16,1.0727075643101627e-13,,3.6399288681601997e-14,1.7716368988209081e-16,3.62221249917199e-14,2.220446049250313e-15,3.507610868425104e-15,8.881784197001252e-16,1.1102230246251565e-16,0.0,2.220446049250313e-16,3.256654205567118e-16,0.0
quadratic,20260841,1,12797,0.598,True,True,32,2.96147055026555e-08,2.7755575615628914e-15,-0.8170004316183721,1.1034276506931153e-13,4.352681926033952e-16,1.0990749687670813e-13,,3.725945039683656e-14,1.4697704576679498e-16,3.711247335106977e-14,2.157004733557447e-15,4.515918888836623e-15,4.440892098500626e-16,1.214306433183765e-17,6.661338147750939e-16,7.771561172376096e-16,3.2645843700287265e-16,0.0
quadratic,20260841,2,19817,0.656,True,True,32,2.96147055026555e-08,1.4432899320127035e-15,-0.8061103753731313,4.766940397310251e-14,1.6596966856408104e-16,4.7503434304538433e-14,,1.6096531491366033e-14,5.604299139466331e-17,1.6040488499971368e-14,7.771561172376096e-16,1.339206523454095e-15,2.220446049250313e-16,3.469446951953614e-18,2.220446049250313e-16,2.220446049250313e-16,1.0414949326245528e-16,0.0
quadratic,20260841,3,2319,0.682,True,True,32,2.96147055026555e-08,1.3322676295501878e-15,-0.8015163657289175,5.631375034669149e-14,1.7959034557099178e-16,5.6134160001120497e-14,,1.9015468629813637e-14,6.064228650016062e-17,1.8954826343313474e-14,7.494005416219807e-16,2.8815925340319737e-15,1.1102230246251565e-16,2.168404344971009e-19,1.1102230246251565e-16,2.220446049250313e-16,1.3454845703195366e-16,0.0
quadratic,20260841,4,2961,0.699,True,True,32,2.96147055026555e-08,2.55351295663786e-15,-0.5261381441981245,5.500963028347096e-14,1.0959322074182983e-16,5.4900037062729125e-14,,1.857510630269085e-14,3.700635170321136e-17,1.853809995098764e-14,1.9508204575556324e-15,3.775625645463521e-15,1.1102230246251565e-16,2.7755575615628914e-17,0.0,0.0,3.7007434154171926e-17,0.0
quadratic,20260841,5,9528,0.7,True,True,32,2.96147055026555e-08,4.6629367034256575e-15,-0.382586665347574,1.426575375686388e-13,5.112477901343077e-16,1.421462897785045e-13,,4.8171182237772705e-14,1.7263308260433824e-16,4.7998549155168366e-14,5.745404152435185e-15,1.0325941490751944e-14,4.440892098500626e-16,1.3877787807814457e-17,5.551115123125783e-16,2.7755575615628914e-16,6.759143509444116e-16,2.220446049250313e-16
quadratic,20260841,6,2903,0.725,True,True,32,2.96147055026555e-08,1.5543122344752192e-15,-0.33972758744568,6.900235178215687e-14,1.0220825508695735e-16,6.890014352706991e-14,,2.3300029701787698e-14,3.4512669753812855e-17,2.3265517032033885e-14,9.674800643162078e-16,2.3800406090401793e-15,4.440892098500626e-16,1.1102230246251565e-16,3.3306690738754696e-16,0.0,1.9138130234014673e-16,0.0
quadratic,20260841,7,2561,0.741,True,True,32,2.96147055026555e-08,4.551914400963142e-15,-0.834884719980659,1.8650769586144497e-13,9.973255686909898e-16,1.8551037029275399e-13,,6.297806873167155e-14,3.3676700536548014e-16,6.264130172630608e-14,3.4416913763379853e-15,6.5780714209040525e-15,1.7763568394002505e-15,4.440892098500626e-16,1.6653345369377348e-15,1.5543122344752192e-15,2.3206304602819633e-15,0.0
quadratic,20260841,8,9579,0.797,True,True,32,2.96147055026555e-08,1.3322676295501878e-15,-0.9807333727082179,9.864887924395026e-14,2.8991772606961877e-16,9.835896151788063e-14,,3.331077502530106e-14,9.789654198777102e-17,3.321287848331328e-14,1.1379786002407855e-15,3.685420024712727e-15,1.1102230246251565e-15,8.673617379884035e-18,1.2212453270876722e-15,6.661338147750939e-16,1.0840534819018495e-15,0.0
quadratic,20260841,9,12279,0.819,True,True,32,2.96147055026555e-08,2.6645352591003757e-15,-1.146868800173303,1.0395066504005028e-13,3.336167527750214e-16,1.0361704828727525e-13,,3.510102946346342e-14,1.1265239586633965e-16,3.4988377067597074e-14,1.7129155237073844e-15,6.303551430830723e-15,2.220446049250313e-16,2.220446049250313e-16,6.661338147750939e-16,0.0,3.661092593109156e-16,0.0
quadratic,20260841,10,5210,0.904,True,True,32,2.96147055026555e-08,2.220446049250313e-15,-0.6520332929775852,7.86484964456134e-14,2.611750101902798e-16,7.838732143542313e-14,,2.6557244149721878e-14,8.819098679433456e-17,2.6469053162927545e-14,1.1736643403180226e-15,1.6020171300645814e-15,6.661338147750939e-16,1.1102230246251565e-16,8.881784197001252e-16,4.440892098500626e-16,5.593409333587696e-16,0.0
quadratic,20260841,11,7482,0.932,True,True,32,2.96147055026555e-08,1.5543122344752192e-15,-0.41914250124105656,1.0443773041062159e-13,1.8810656002833415e-16,1.0424962385059326e-13,,3.5265496866499934e-14,6.351795732409595e-17,3.520197890917584e-14,1.5265566588595902e-15,4.083539062449404e-15,4.440892098500626e-16,2.220446049250313e-16,4.996003610813204e-16,1.1102230246251565e-16,3.883137198034181e-16,0.0
quadratic,20260841,12,13055,0.961,True,True,32,2.96147055026555e-08,1.887379141862766e-15,-0.6910014979207215,8.492098406441384e-14,2.192400062338485e-16,8.470174405817999e-14,,2.8675275550789837e-14,7.403079061994712e-17,2.8601244760169885e-14,1.2434497875801752e-15,3.596515446568915e-15,5.551115123125783e-16,1.3877787807814457e-17,3.3306690738754696e-16,2.220446049250313e-16,3.3174521331061255e-16,0.0
quadratic,20260841,13,12827,0.962,True,True,32,2.96147055026555e-08,2.886579864025407e-15,-0.22113783847638846,8.99159363863348e-14,1.7674018457422747e-16,8.973919620176058e-14,,3.0361921504933486e-14,5.967987240608538e-17,3.03022416325274e-14,1.3600232051658168e-15,2.9112454634494522e-15,4.440892098500626e-16,5.421010862427522e-19,5.551115123125783e-17,1.6653345369377348e-16,2.7834877260245065e-16,0.0
quadratic,20260841,14,2997,1.002,True,True,32,2.96147055026555e-08,1.5543122344752192e-15,-0.5185032526305282,4.9670031645888625e-14,9.418102871657409e-17,4.957585061717205e-14,,1.6772083599289818e-14,3.180211557671206e-17,1.6740281483713105e-14,8.247371040072592e-16,2.0595504468534642e-15,1.1102230246251565e-16,3.469446951953614e-18,3.3306690738754696e-16,0.0,2.5746600618688146e-16,0.0
quadratic,20260841,15,5030,1.01,True,True,32,2.96147055026555e-08,4.6629367034256575e-15,-0.22336306325895938,8.108464503336645e-14,1.8375677963382893e-16,8.090088825373262e-14,,2.7379858640193378e-14,6.204916662681375e-17,2.7317809473566565e-14,2.0777030889413645e-15,2.373101715136272e-15,8.881784197001252e-16,3.469446951953614e-18,2.220446049250313e-16,1.1102230246251565e-16,3.639945487878192e-16,0.0
quadratic,20260841,16,9116,1.026,True,True,32,2.96147055026555e-08,1.3322676295501878e-15,-0.6576263343629452,7.10912314466363e-14,2.570860191397629e-16,7.083414542749654e-14,,2.4005381866877477e-14,8.681025685590911e-17,2.391857161002157e-14,1.490870918782353e-15,2.131975151975496e-15,2.7755575615628914e-16,3.122502256758253e-17,0.0,3.3306690738754696e-16,1.9455336812478948e-16,0.0
quadratic,20260841,17,20015,1.034,True,True,32,2.96147055026555e-08,1.5543122344752192e-15,-0.7973545456341342,6.285469313512709e-14,1.9880060106381397e-16,6.265589253406328e-14,,2.122414930970393e-14,6.712901502464304e-17,2.115702029467929e-14,1.0658141036401502e-15,3.820077934535426e-15,1.1102230246251565e-16,3.469446951953614e-18,0.0,0.0,9.331160183159119e-17,0.0
quadratic,20260841,18,1857,1.059,True,True,32,2.96147055026555e-08,9.769962616701378e-15,-0.7752362775231936,1.9395150684737267e-13,3.727879446934252e-16,1.9357871890267923e-13,,6.549162098876228e-14,1.2587933540652565e-16,6.536574165335575e-14,7.930164461608261e-15,1.2382456171522449e-14,1.7763568394002505e-15,1.1102230246251565e-15,2.220446049250313e-16,1.1102230246251565e-16,5.342287458970095e-16,1.3322676295501878e-15
quadratic,20260841,19,19048,1.075,True,True,32,2.96147055026555e-08,2.4424906541753444e-15,-0.29920046641036535,8.414698439528675e-14,5.688044694643215e-16,8.357817992582243e-14,,2.8413919019975208e-14,1.9206825116438108e-16,2.8221850768810828e-14,1.6283271027835629e-15,3.5351496036062358e-15,2.220446049250313e-16,2.7755575615628914e-17,4.440892098500626e-16,4.440892098500626e-16,2.3129646346357434e-16,0.0
quadratic,20260841,20,9519,1.089,True,True,32,2.96147055026555e-08,3.3306690738754696e-15,-0.6547300923849901,1.8856127932419912e-13,3.2548730162837603e-16,1.8823579202257075e-13,,6.367150242547276e-14,1.0990732344077849e-16,6.3561595102032e-14,3.293661639721298e-15,9.593020822151743e-15,1.5543122344752192e-15,2.7755575615628914e-17,2.220446049250313e-16,2.220446049250313e-16,3.8699202572648196e-16,0.0
quadratic,20260841,21,2993,1.098,True,True,32,2.96147055026555e-08,3.608224830031759e-16,0.004214777985870333,3.5585792641823225e-14,5.375577628532908e-17,3.5532036865537895e-14,,1.2016257476756711e-14,1.815171732182476e-17,1.1998105759434886e-14,2.609024107869118e-16,1.1925139695168063e-15,1.1102230246251565e-16,4.336808689942018e-19,8.326672684688674e-17,2.7755575615628914e-17,9.066821367772117e-17,0.0
quadratic,20260841,22,11936,1.16,True,True,32,2.96147055026555e-08,1.5543122344752192e-15,-0.3771882294645432,9.150965369062565e-14,2.85799822961169e-16,9.122385386766448e-14,,3.090007215584843e-14,9.650604931240725e-17,3.0803566106536025e-14,1.5067312477055696e-15,2.7582103268031233e-15,2.220446049250313e-16,1.1102230246251565e-16,1.6653345369377348e-16,1.1102230246251565e-16,2.0089749969407651e-16,0.0
quadratic,20260841,23,9470,1.162,True,True,32,2.96147055026555e-08,3.9968028886505635e-15,-0.016445177329204252,1.5499352354433165e-13,6.202434089643977e-16,1.5437328013536726e-13,,5.233667561895345e-14,2.0943764202172516e-16,5.2127237976931725e-14,3.9968028886505635e-15,4.718447854656915e-15,1.7763568394002505e-15,4.163336342344337e-17,1.6653345369377348e-16,8.881784197001252e-16,1.160183060733287e-15,0.0
quadratic,20260841,24,16444,1.167,True,True,32,2.96147055026555e-08,1.9984014443252818e-15,-0.5744917172041135,9.476824603664777e-14,3.898945898282517e-16,9.437835144681952e-14,,3.2000401296629497e-14,1.3165573765144838e-16,3.186874555897805e-14,1.6177535501680852e-15,3.588926031361517e-15,6.661338147750939e-16,3.469446951953614e-18,1.1102230246251565e-16,3.3306690738754696e-16,3.3888236132606006e-16,0.0
quadratic,20260841,25,12155,1.172,True,True,32,2.96147055026555e-08,3.3306690738754696e-15,-0.34439584964570047,1.0700141169931295e-13,4.2898472472709343e-16,1.0657242697458586e-13,,3.6131175334402135e-14,1.448553066612893e-16,3.598632002774085e-14,2.4107699963289115e-15,4.690692279041286e-15,6.661338147750939e-16,2.220446049250313e-16,6.661338147750939e-16,2.220446049250313e-16,5.474456866663561e-16,0.0
quadratic,20260841,26,13083,1.18,True,True,32,2.96147055026555e-08,3.552713678800501e-15,-0.7300748803050414,8.98030634540212e-14,3.6700372610321514e-16,8.943605972791798e-14,,3.032380769275883e-14,1.2392617784779477e-16,3.0199881514911036e-14,1.5860328923216523e-15,2.9108659926890823e-15,4.440892098500626e-16,2.0816681711721685e-17,4.440892098500626e-16,1.1102230246251565e-16,2.817851772024807e-16,0.0
quadratic,20260841,27,12928,1.216,True,True,32,2.96147055026555e-08,2.55351295663786e-15,-0.590826880406484,8.465281995143335e-14,3.062582016692224e-16,8.434656174976413e-14,,2.8584724553091596e-14,1.0341423170382726e-16,2.8481310321387776e-14,1.942890293094024e-15,2.770570231569458e-15,8.881784197001252e-16,1.3010426069826053e-17,4.440892098500626e-16,0.0,8.115201632379122e-16,0.0
quadratic,20260841,28,15342,1.256,True,True,32,2.96147055026555e-08,2.220446049250313e-15,0.42704095410419507,8.607356635163126e-14,4.922658624561433e-16,8.558130048917511e-14,,2.906446810484514e-14,1.662234535514806e-16,2.889824465129366e-14,1.7763568394002505e-15,3.6788877066235015e-15,5.551115123125783e-17,5.551115123125783e-17,2.220446049250313e-16,7.771561172376096e-16,2.278600588635441e-16,0.0
quadratic,20260841,29,13936,1.286,True,True,32,2.96147055026555e-08,1.5543122344752192e-15,0.31064152334821316,8.971122249499358e-14,2.404760418572846e-16,8.94707464531363e-14,,3.029279574870307e-14,8.120156448482039e-17,3.0211594184218246e-14,2.1728650624806637e-15,2.207435623180487e-15,4.440892098500626e-16,2.220446049250313e-16,4.440892098500626e-16,4.440892098500626e-16,2.495358417252735e-16,0.0
