family,seed,selected_cross_layers,selected_deep_width,best_epoch,best_validation_mse_standardized_target,output_scale_s,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,max_test_prediction_distance_from_train_median_in_s,predictive_gate
smooth_crossnet,20260840,2,128,663,0.216827763954872,3.4684034206752097,0.8182423818989346,0.785941185917215,0.7833092343252891,0.49230563012754563,0.5377073051332503,0.5312336786540304,1.0995487250157159,True
smooth_crossnet,20260841,1,128,645,0.21739383436230922,3.4884894649514435,0.814306436571541,0.7853823443837636,0.7756550390697974,0.4976074986691563,0.5384087415774371,0.5405346735108575,1.1785068651208335,True
smooth_crossnet,20260842,1,128,691,0.21411626454527233,3.479879939195637,0.819897486380369,0.788618058737459,0.7818666054038201,0.4900590098462889,0.5343346283493227,0.5329991017299843,1.1250495900672342,True
smooth_crossnet,20260843,2,128,555,0.2175521123237154,3.415132902899408,0.8097623701581004,0.7852260876752312,0.7828162977169866,0.5036591223544278,0.5386047055814308,0.5318375709592592,1.1146292725311133,True
smooth_crossnet,20260844,2,128,699,0.21883063320219218,3.4090380383330845,0.8173699218485466,0.7839638938581894,0.7503596148181647,0.4934857809197341,0.5401850363604683,0.5701942325404168,3.489144261280927,True
