family,seed,audit_id,dataset_index,target,output_scale_s,resolved,certification_pass,quadrature_order,nested_quadrature_error,endpoint_change,R,D,H,chi,R_over_s,D_over_s,H_over_s,interaction_pot_mass_M,R_over_M,H_over_M,signed_cosine,spearman_abs,top3_jaccard,false_consensus_primary,max_abs_transfer_entry,pot_conservation_error,bshap_reconstruction_error,ig_reconstruction_error,bshap_completeness_error,ig_completeness_error,margin_gap_error,interior_mobius_reconstruction_error,R_order2,R_order2_over_s,R_order3,R_order3_over_s,R_order4,R_order4_over_s,R_order5,R_order5_over_s,R_order6,R_order6_over_s,R_order7,R_order7_over_s,R_order8,R_order8_over_s,bshap_0,ig_0,bshap_1,ig_1,bshap_2,ig_2,bshap_3,ig_3,bshap_4,ig_4,bshap_5,ig_5,bshap_6,ig_6,bshap_7,ig_7
smooth_crossnet,20260840,0,18834,0.557,3.4684034206752097,True,True,64,4.518993901303503e-09,-0.015192359262888422,7.887112363110637,1.7504040233567966,6.13670833975384,0.778067822192602,2.273989327797173,0.5046714038288076,1.7693179239683656,22.384418738416272,0.35234832118176596,0.2741508909151161,0.7767791728299235,0.9047619047619048,1.0,False,1.818066988646077,2.0723006644018938e-14,4.440892098500626e-16,1.1102230246251565e-16,1.0547118733938987e-15,1.1379786002407855e-15,8.881784197001252e-16,2.220446049250313e-16,3.04395305150882,0.8776237024112495,2.59897680722504,0.7493294441276631,1.3356115662650991,0.38507964739727124,0.6775272780441413,0.19534269687470324,0.19819087179779254,0.057141816495847486,0.03014882031054765,0.008692420302329895,0.0027039679591925117,0.00077960018810791,-0.36916238757493725,-0.34156901392813604,0.06661745663078592,0.1876354604672328,-0.06535599392578183,-0.05549654957080803,0.05607852785478818,0.023409308594963384,0.004002183614352159,0.007665124771560371,0.26372425850763426,0.20110970906336698,-1.8870765479554281,-0.29880628759406125,1.9159801435856993,0.2608598889329945
smooth_crossnet,20260840,1,12797,0.598,3.4684034206752097,True,True,64,9.506284648352903e-15,-0.0801792381612576,2.5399911135648257,0.43146617929955783,2.108524934265268,0.8301308311689313,0.7323228602601118,0.12439907558837615,0.6079237846717358,4.759803112984702,0.5336336510717747,0.44298574630392373,0.763111676754293,0.7380952380952381,0.5,False,0.40079955026661607,7.789342088004858e-15,1.1102230246251565e-16,1.3877787807814457e-17,2.220446049250313e-16,9.43689570931383e-16,1.6653345369377348e-16,0.0,0.8105976463339192,0.2337091589467169,1.0176367495513947,0.293402071825107,0.47899607617261086,0.13810275740051098,0.19099681980493777,0.05506764832095442,0.0379157808944491,0.010931767818135719,0.003708498247140043,0.001069223442992134,0.0001395425603719617,4.023250569416067e-05,-0.126607767154541,-0.10841096198658512,-0.16020416712251928,-0.2122171088136004,-0.057510404225827184,-0.0628636686753317,0.0006435738812616393,0.00022724058642973558,0.017796471879972728,0.02646692595471419,-0.07189785227144768,-0.06207386452827917,-0.3469636982942915,0.04781123401940098,0.6645646051461349,0.29088096528199486
smooth_crossnet,20260840,2,19817,0.656,3.4684034206752097,True,True,32,1.1449174941446927e-15,-0.24366348860251086,0.14550838992307372,0.038903349209633,0.10660504071344071,0.7326384462765333,0.04195255634211863,0.01121650064630011,0.030736055695818516,0.9968277623072481,0.14597144604628726,0.1069442934320907,0.9868031995530357,0.880952380952381,1.0,False,0.024387159020238407,6.026429355543428e-15,1.1102230246251565e-16,2.7755575615628914e-17,1.3877787807814457e-16,2.7755575615628914e-16,1.3357370765021415e-16,0.0,0.08226347482148441,0.023717966119832106,0.03508528408770597,0.01011568720021495,0.02223419606501826,0.006410498828504162,0.004405258459220161,0.0012701113235445284,0.0013060300459150896,0.00037655078937179657,0.00021276885742376643,6.134489896862856e-05,1.3775863055023006e-06,3.9718168229522727e-07,-0.21759590165126746,-0.21136628102232635,0.0559084628542027,0.06495278013716103,-0.0038675413525609517,0.011582391847641156,0.01073958401219928,0.008477788149503314,-0.011410076340230736,-0.01526902109988698,-0.03677466511328804,-0.0300269705674345,-0.04943456566336036,-0.0822171742506413,0.008771214651794553,0.010202998203472483
smooth_crossnet,20260840,3,2319,0.682,3.4684034206752097,True,True,32,1.1639994523804376e-15,-0.15334835446731598,0.23072458190990364,0.062295721208213924,0.16842886070168972,0.7299996355284762,0.06652184129866515,0.017960921395956453,0.0485609199027087,1.1357794520742148,0.20314206379464195,0.1482936325305911,0.9728965233719826,0.9285714285714287,1.0,False,0.0457864550987549,3.606490106555782e-15,1.1102230246251565e-16,1.3877787807814457e-17,8.326672684688674e-17,4.440892098500626e-16,9.367506770274758e-17,0.0,0.11527823854476041,0.03323668690256299,0.07156048911250562,0.020632112367878652,0.03056823096352521,0.008813343563585332,0.011139078309579643,0.0032115867038936172,0.002114165871203349,0.0006095501632251806,6.039102567566893e-05,1.7411765112350263e-05,3.988082653104538e-06,1.1498324068450376e-06,-0.26054503651378735,-0.2370301870791439,0.014516948392524468,0.015255857986509583,-0.02177456474785638,-0.009187778516238438,0.04106086421938084,0.033880054170078035,-0.001923210523669111,-0.0024792628309764316,-0.020771834440310315,-0.015583061324044028,0.022743223737186284,-0.03181563511441773,0.07334525540921567,0.09361165824091645
smooth_crossnet,20260840,4,2961,0.699,3.4684034206752097,True,True,32,1.4932499681208355e-14,0.4366749344874816,0.5796517293840387,0.08296721392840221,0.4966845154556365,0.8568671329307228,0.16712350297221057,0.023920866135073358,0.14320263683713721,3.3106150772745213,0.17508883269547593,0.15002786607995947,0.9963247887690029,0.9761904761904763,1.0,False,0.057228629629680505,5.395423691156864e-15,8.326672684688674e-17,1.3877787807814457e-17,5.551115123125783e-17,6.106226635438361e-16,9.020562075079397e-17,0.0,0.21286139604430832,0.06137157943491753,0.17888690402148588,0.051576152576467346,0.14142825641297654,0.04077618409955439,0.03549560898261404,0.010233990882094087,0.009133502726626929,0.002633344977167872,0.0017662628958133992,0.0005092437878721596,7.979830021262479e-05,2.3007214136898207e-05,-0.4488527883664929,-0.47400467800886376,-0.018014114516532377,-0.045978824421280276,0.05826877623162456,0.0691148676387387,0.03933371292720441,0.05055647512307625,0.324227683499581,0.29854642538680143,0.21795605380941127,0.2613264700053882,0.3106097152220366,0.3281376593514755,-0.046854104319350914,-0.05102346058785507
smooth_crossnet,20260840,5,9528,0.7,3.4684034206752097,True,True,64,1.262767668208653e-11,0.2775470698265623,7.98756991518693,1.8907395614393014,6.096830353747629,0.763289763781047,2.302952957424991,0.5451325385532063,1.757820418871785,19.736382139182027,0.4047129741843342,0.3089132704642854,0.9865563623532788,0.8571428571428572,0.5,False,1.479004291416763,2.796981396491205e-14,2.6645352591003757e-15,4.440892098500626e-16,2.220446049250313e-15,1.7763568394002505e-15,2.220446049250313e-15,0.0,2.8096105311000334,0.8100587475931719,1.8793495605014654,0.5418486065659582,2.1263307204718194,0.6130574972325097,0.9281106424539786,0.2675901646623619,0.2194284673328275,0.06326497835425107,0.023746871218680937,0.006846628935124862,0.0009931221081228077,0.00028633408161311065,-0.3914933355938375,-0.24294196348357397,-0.11322422720992154,-0.25847813973277683,-0.12541992140433933,-0.08344993802216094,0.0017653411145169128,0.004484412627668362,0.1728831940831101,0.2308216604947364,-0.07418176974246148,-0.042999690213371064,-2.6689438404765964,-1.0605652519836046,3.4761616290560893,1.7306759801396467
smooth_crossnet,20260840,6,2903,0.725,3.4684034206752097,True,True,32,1.5443202272535927e-13,0.23780099873418137,2.2004842589500035,0.30243334656451043,1.8980509123854932,0.8625605498724079,0.634437230061786,0.0871967040401645,0.5472405260216215,8.978292795028986,0.24508938494056978,0.21140443464222813,0.8518885887198037,0.5476190476190477,0.5,False,0.14944499172518755,4.7167131311809385e-15,1.1102230246251565e-16,5.551115123125783e-17,2.220446049250313e-16,1.6653345369377348e-16,7.979727989493313e-17,0.0,0.6988788278716558,0.20149871370372535,0.6031568895857786,0.17390044248899955,0.5286214618782591,0.15241060446634838,0.24765967778683523,0.07140451895259121,0.09981695362960014,0.028778934144335588,0.018717393897609888,0.0053965446424240025,0.0036330543002639,0.0010474716633616505,-0.29895184571836464,-0.35545106805041415,0.027058316867979295,-0.11016165922195913,0.02646610534698329,0.27988498454649563,-0.043055717667029994,0.0038249952297007526,0.038093387442901874,-0.04173588836140144,0.19333879094832582,0.1697378405614891,0.31960263548373163,0.3143187135323493,-0.024750673970346054,-0.022616919502078833
smooth_crossnet,20260840,7,2561,0.741,3.4684034206752097,True,True,64,2.232475870833639e-09,-0.3527304438703114,17.125849880127856,4.908999979277446,12.21684990085041,0.7133572924183078,4.9376752940676925,1.4153486154507913,3.522326678616901,36.13254694300466,0.4739729504023645,0.33811206057854765,0.9556876125532924,0.8333333333333335,0.5,False,4.226718246306168,3.3795882758980156e-14,8.881784197001252e-16,1.1102230246251565e-16,3.3306690738754696e-16,1.3322676295501878e-15,1.6653345369377348e-16,4.440892098500626e-16,5.988959985565841,1.7267195476355353,4.058056466225362,1.1700070533996192,4.215518493103169,1.2154060476282529,2.2315127115599473,0.643383263393717,0.507633076623778,0.14635929419218333,0.11795797798131875,0.034009301593398655,0.006211169068433567,0.0017907862249842929,-0.6048816235639083,-0.25321859615253595,-0.052179312683087745,-0.414487808602172,-0.13675605761854223,-0.07444617242990856,0.03780174417910155,-0.0016274144437181514,0.016183076671654747,0.04520365595838719,0.2651132673404788,0.11042359289071986,-5.389643509631405,-0.9236370222406957,5.5116319714353965,1.1590593211496132
smooth_crossnet,20260840,8,9579,0.797,3.4684034206752097,True,True,32,9.808820422563258e-14,-0.040885594299044925,1.6546132505864262,0.1895186853437792,1.465094565242647,0.8854604329582093,0.4770532864554479,0.05464147688647036,0.42241180956897756,4.755379755327809,0.3479455555011435,0.30809202221992715,0.9501856477911803,0.9523809523809524,1.0,False,0.11055319832235996,3.972516759986888e-15,6.938893903907228e-17,5.551115123125783e-17,1.1102230246251565e-16,6.38378239159465e-16,1.1102230246251565e-16,0.0,0.39095545691996963,0.11271914177845568,0.6378789835547765,0.1839114157691027,0.4315443114269342,0.12442160241640043,0.150448582280795,0.043376898253521645,0.038915845021873036,0.011220103402590092,0.004543249253334314,0.0013098964284984642,0.0003268221287417207,9.422840687837193e-05,-0.3652055344015792,-0.3302216233257728,0.08301512651239866,0.0864272843785825,-0.006623653071545476,-0.0074555419162962155,0.003543982789479966,0.007368710394615104,0.07881448188845953,0.11428553022895165,-0.06667720080607428,-0.08365207137063484,-0.08774220501144477,-0.25945413094591296,0.3199894078012605,0.43181624825742204
smooth_crossnet,20260840,9,12279,0.819,3.4684034206752097,True,True,32,2.3104385626915303e-09,-0.08524312459167471,1.207595747292093,0.3308931768336838,0.8767025704584093,0.7259901108664244,0.3481704983029353,0.09540215963956908,0.25276833866336623,7.5769407325007565,0.1593777475534678,0.1157066686159831,0.975994677300378,0.9285714285714287,1.0,False,0.1300180880133609,5.018988696869897e-15,5.551115123125783e-16,2.220446049250313e-16,2.7755575615628914e-16,2.220446049250313e-16,4.440892098500626e-16,0.0,0.4985420726332388,0.14373820232716336,0.3367590490281269,0.09709339087278622,0.2692964317849342,0.07764276501967843,0.07528276136025676,0.021705307090719314,0.023296435568744514,0.0067167606368607755,0.004277640258806452,0.001233316814678295,0.00014135665798429209,4.075554104855933e-05,-0.599098844775464,-0.7891883759673931,0.026261414338077008,0.03002235654956602,0.06925514457866928,0.18353404977012985,0.023687595900114017,0.0036199278340072988,0.005840304504218971,0.004883751111652288,0.03467557959794224,0.01536883246522549,1.1172491115527823,1.0167764345024177,-0.7631134302880143,-0.5502601008572799
