family,seed,audit_id,official_test_index,true_class_id,output_scale_s,resolved,certification_pass,quadrature_order,numerical_tolerance,nested_quadrature_error,endpoint_change,R,D,H,chi,R_over_s,D_over_s,H_over_s,max_abs_transfer_entry,pot_conservation_error,bshap_reconstruction_error,ig_reconstruction_error,bshap_completeness_error,ig_completeness_error,margin_gap_error,interior_mobius_reconstruction_error,pot_order1_L1_over_s,pot_order1_max_abs_over_s,pot_order2_L1_over_s,pot_order2_max_abs_over_s,pot_order3_L1_over_s,pot_order3_max_abs_over_s,pot_order4_L1_over_s,pot_order4_max_abs_over_s,pot_order5_L1_over_s,pot_order5_max_abs_over_s,pot_order6_L1_over_s,pot_order6_max_abs_over_s,pot_order7_L1_over_s,pot_order7_max_abs_over_s,pot_order8_L1_over_s,pot_order8_max_abs_over_s,max_abs_pot_order_ge2_over_s,max_abs_pot_order_ge3_over_s
additive,20260921,47,8085,4,16.42769433959854,True,True,32,1.6427694339598538e-07,2.4424906541753444e-15,1.3164090376355357,3.4389158187764224e-13,2.4924506902834748e-15,3.413991311873588e-13,,2.0933648676960123e-14,1.5172249000734607e-16,2.0781926186952778e-14,2.791417890486108e-15,1.927624726505428e-14,8.881784197001252e-16,0.0,2.220446049250313e-16,2.220446049250313e-15,9.220137880696533e-16,1.7763568394002505e-15,0.2598110532898128,0.08249688490989206,1.6219776214593799e-15,1.0813184143062533e-16,4.541537340086264e-15,2.1626368286125066e-16,8.650547314450027e-15,4.325273657225013e-16,1.1786370715938161e-14,5.406592071531267e-16,1.0056261253048155e-14,7.569228900143773e-16,3.784614450071886e-15,1.1894502557368787e-15,3.2439552429187597e-16,3.2439552429187597e-16,1.1894502557368787e-15,1.1894502557368787e-15
additive,20260921,48,8903,4,16.42769433959854,True,True,32,1.6427694339598538e-07,1.6018297799291759e-12,-2.0732904476029006,2.7247648581862904e-13,2.513862134329819e-15,2.699626236842992e-13,,1.6586410739444514e-14,1.5302586488173318e-16,1.6433384874562778e-14,1.9984014443252818e-15,1.0574874309554616e-14,4.440892098500626e-16,0.0,2.6645352591003757e-15,0.0,3.8910673624957877e-16,1.7763568394002505e-15,0.2344843575047528,0.07590546642479798,1.2975820971675039e-15,2.1626368286125066e-16,3.676482608641261e-15,3.2439552429187597e-16,8.001756265866274e-15,3.2439552429187597e-16,1.016439309447878e-14,5.406592071531267e-16,7.244833375851896e-15,5.406592071531267e-16,2.0545049871818812e-15,6.487910485837519e-16,3.2439552429187597e-16,3.2439552429187597e-16,6.487910485837519e-16,6.487910485837519e-16
additive,20260921,49,9143,4,16.42769433959854,True,True,32,1.6427694339598538e-07,7.652312117301108e-11,1.0296519461232236,3.766484478803921e-13,2.004216898263795e-15,3.746442309821283e-13,,2.2927651324293918e-14,1.2200232466175618e-16,2.280564899963216e-14,2.394909667405695e-15,1.6181500583911657e-14,1.7763568394002505e-15,0.0,1.5543122344752192e-15,1.3322676295501878e-15,1.5458533923828366e-15,1.7763568394002505e-15,0.3421312407747136,0.0719087683744882,1.4057139385981293e-15,1.0813184143062533e-16,5.298460230100641e-15,3.2439552429187597e-16,1.0488788618770657e-14,5.406592071531267e-16,1.2867689130244414e-14,6.487910485837519e-16,1.0272524935909406e-14,7.569228900143773e-16,4.1090099743637625e-15,9.73186572875628e-16,6.487910485837519e-16,6.487910485837519e-16,9.73186572875628e-16,9.73186572875628e-16
additive,20260921,50,1325,5,16.42769433959854,True,True,64,1.6427694339598538e-07,1.6058265828178264e-12,26.344887640933976,4.849964345476381e-13,9.184452140619302e-15,4.758119824070188e-13,,2.9523098282792284e-14,5.59083456920696e-16,2.8964014825871583e-14,4.588921835117313e-15,2.0594637106796654e-14,1.5987211554602254e-14,0.0,1.4210854715202004e-14,2.1316282072803006e-14,1.5572199614444755e-14,3.552713678800501e-15,1.9678657549974792,0.7034542070706491,2.3248345907584447e-15,2.1626368286125066e-16,6.623075287625801e-15,4.325273657225013e-16,1.289472209060207e-14,7.569228900143773e-16,1.546285332457942e-14,9.73186572875628e-16,1.2272964002375976e-14,1.0813184143062533e-15,5.325493190458297e-15,1.4057139385981293e-15,8.109888107296899e-17,8.109888107296899e-17,1.4057139385981293e-15,1.4057139385981293e-15
additive,20260921,51,1435,5,16.42769433959854,True,True,64,1.6427694339598538e-07,9.130474154517287e-13,24.50812861603456,4.331884057811359e-13,5.800122287220284e-15,4.273882834939156e-13,,2.636939772716286e-14,3.5306977152839017e-16,2.601632795563447e-14,3.8487731520338765e-15,1.3322676295501878e-14,1.5987211554602254e-14,0.0,3.552713678800501e-14,7.105427357601002e-15,1.7586990065324028e-14,3.552713678800501e-15,2.072773304593303,0.6548522613750182,2.2167027493278193e-15,2.1626368286125066e-16,6.4879104858375195e-15,3.2439552429187597e-16,1.2705491368098477e-14,4.86593286437814e-16,1.4057139385981293e-14,5.406592071531267e-16,8.812745076595965e-15,8.650547314450026e-16,2.541098273619695e-15,6.487910485837519e-16,1.6219776214593799e-16,1.6219776214593799e-16,8.650547314450026e-16,8.650547314450026e-16
additive,20260921,52,3703,5,16.42769433959854,True,True,64,1.6427694339598538e-07,1.4992451724538114e-12,22.59526015538158,5.008658212055756e-13,5.994332840943871e-15,4.948714883646317e-13,,3.0489112522519445e-14,3.6489191465503985e-16,3.01242206078644e-14,5.684341886080802e-15,1.2820473849206593e-14,6.217248937900877e-15,0.0,7.105427357601002e-15,1.4210854715202004e-14,4.6460190192408925e-15,3.552713678800501e-15,1.9953842192400002,0.7019403014775621,3.6494496482836046e-15,3.2439552429187597e-16,9.542635006252685e-15,5.406592071531267e-16,1.3435381297755198e-14,7.569228900143773e-16,1.186746959701113e-14,6.487910485837519e-16,7.190767455136584e-15,5.67692167510783e-16,3.784614450071886e-15,7.569228900143773e-16,1.0813184143062533e-16,1.0813184143062533e-16,7.569228900143773e-16,7.569228900143773e-16
additive,20260921,53,4857,5,16.42769433959854,True,True,64,1.6427694339598538e-07,1.5045742429720121e-12,15.97918862782943,3.956015409436358e-13,4.035396355697057e-15,3.9156614458793877e-13,,2.408137945384389e-14,2.4564593620237e-16,2.383573351764152e-14,5.582835780972216e-15,2.1760371282653068e-14,1.0658141036401503e-14,0.0,8.881784197001252e-15,8.881784197001252e-15,1.2873300309344078e-14,2.6645352591003757e-15,1.731852572540197,0.7011653969104465,2.1626368286125066e-15,2.1626368286125066e-16,6.3527456840492385e-15,4.325273657225013e-16,1.0921315984493158e-14,5.406592071531267e-16,1.289472209060207e-14,7.569228900143773e-16,1.0002195332332842e-14,9.73186572875628e-16,3.676482608641261e-15,1.5138457800287547e-15,7.569228900143773e-16,7.569228900143773e-16,1.5138457800287547e-15,1.5138457800287547e-15
additive,20260921,54,4983,5,16.42769433959854,True,True,32,1.6427694339598538e-07,4.045171841937645e-08,31.337810584123865,3.3790642241965105e-13,2.878702567326875e-14,3.091193967463823e-13,,2.0569315171949373e-14,1.7523472909937435e-15,1.881696788095563e-14,5.1514348342607263e-14,5.1514348342607263e-14,1.0658141036401503e-14,0.0,0.0,4.973799150320701e-14,1.0908734233388323e-14,3.552713678800501e-15,2.0129149755867584,0.611218933261906,1.4057139385981293e-15,3.2439552429187597e-16,4.86593286437814e-15,3.2439552429187597e-16,8.866810997311277e-15,5.406592071531267e-16,1.1191645588069722e-14,5.406592071531267e-16,8.434283631588776e-15,7.569228900143773e-16,2.5951641943350078e-15,1.0272524935909406e-15,1.6219776214593799e-16,1.6219776214593799e-16,1.0272524935909406e-15,1.0272524935909406e-15
additive,20260921,55,6323,5,16.42769433959854,True,True,64,1.6427694339598538e-07,2.6414426201881724e-12,24.72795678668996,5.561910720346186e-13,3.254539495044036e-15,5.529365325395746e-13,,3.385691628641605e-14,1.981129809068246e-16,3.365880330550923e-14,4.821539992657823e-15,3.1530333899354446e-14,1.7763568394002505e-14,0.0,2.842170943040401e-14,1.0658141036401503e-14,1.783546855178775e-14,3.552713678800501e-15,2.0372865785805603,0.6550173118791386,2.6492301150503205e-15,3.2439552429187597e-16,8.380217710873463e-15,5.406592071531267e-16,1.546285332457942e-14,7.569228900143773e-16,1.7787687915337866e-14,1.2975820971675039e-15,1.4543732672419107e-14,1.4057139385981293e-15,6.758240089414083e-15,2.0545049871818812e-15,1.6219776214593799e-15,1.6219776214593799e-15,2.0545049871818812e-15,2.0545049871818812e-15
additive,20260921,56,6699,5,16.42769433959854,True,True,64,1.6427694339598538e-07,3.197442310920451e-14,18.19401220170736,3.366434115597323e-13,3.2011430543358703e-15,3.334422685053964e-13,,2.0492432145408374e-14,1.9486258924477287e-16,2.02975695561636e-14,2.5059319698682106e-15,1.354472090042691e-14,2.1316282072803006e-14,0.0,2.1316282072803006e-14,7.105427357601002e-15,2.207493447296353e-14,3.552713678800501e-15,1.3706101745993553,0.5461867686828257,1.703076502532349e-15,2.1626368286125066e-16,5.352526150815954e-15,2.7032960357656333e-16,9.812964609829249e-15,3.7846144500718867e-16,1.19485684780841e-14,4.325273657225013e-16,7.758459622647368e-15,6.758240089414083e-16,2.757361956480946e-15,7.839558503720337e-16,4.0549440536484497e-16,4.0549440536484497e-16,7.839558503720337e-16,7.839558503720337e-16
additive,20260921,57,6794,5,16.42769433959854,True,True,64,1.6427694339598538e-07,6.785683126508957e-13,20.96709792516776,4.838962563979975e-13,3.985964997219699e-15,4.799102914007779e-13,,2.945612734171575e-14,2.426369102577975e-16,2.9213490431457954e-14,5.684341886080802e-15,1.432187701766452e-14,1.9539925233402755e-14,0.0,3.552713678800501e-15,1.0658141036401503e-14,1.711911036208914e-14,2.6645352591003757e-15,1.8841887609159111,0.6250351349595898,3.352087084349385e-15,3.2439552429187597e-16,8.83977803695362e-15,5.406592071531267e-16,1.451669971206145e-14,6.487910485837519e-16,1.348944721847051e-14,6.487910485837519e-16,7.136701534421271e-15,7.569228900143773e-16,2.270768670043132e-15,5.947251278684394e-16,2.7032960357656332e-17,2.7032960357656332e-17,7.569228900143773e-16,7.569228900143773e-16
additive,20260921,58,7277,5,16.42769433959854,True,True,64,1.6427694339598538e-07,1.6218137943724287e-12,36.93807034553281,4.223477387927097e-13,6.214605549747005e-15,4.161331332429627e-13,,2.5709495810051155e-14,3.783005345288691e-16,2.5331195275522287e-14,5.773159728050814e-15,2.5798807534727075e-14,1.4210854715202004e-14,0.0,2.842170943040401e-14,7.105427357601002e-15,1.4925626872008294e-14,7.105427357601002e-15,2.2569609521423937,0.7036265275493833,1.6219776214593799e-15,2.1626368286125066e-16,5.08219654723939e-15,2.7032960357656333e-16,1.0272524935909406e-14,4.325273657225013e-16,1.1461975191646285e-14,5.947251278684394e-16,8.758679155880652e-15,8.650547314450026e-16,3.946812212217824e-15,1.0272524935909406e-15,1.8382413043206305e-15,1.8382413043206305e-15,1.8382413043206305e-15,1.8382413043206305e-15
additive,20260921,59,7584,5,16.42769433959854,True,True,64,1.6427694339598538e-07,1.6129320101754274e-12,23.08417451306991,6.866639532109362e-13,9.862481202086807e-15,6.768014720088494e-13,,4.179916785739982e-14,6.003569946096177e-16,4.119881086279021e-14,5.83660104374368e-15,2.731148640577885e-14,8.881784197001252e-15,0.0,7.105427357601002e-15,2.1316282072803006e-14,8.696747026230391e-15,3.552713678800501e-15,2.0816874133547105,0.7027029940468683,4.000878132933137e-15,3.2439552429187597e-16,1.1678238874507536e-14,5.406592071531267e-16,2.0869445396110688e-14,8.650547314450026e-16,2.3789005114737573e-14,1.2975820971675039e-15,1.562505108672536e-14,1.5138457800287547e-15,5.7309875958231425e-15,1.7301094628900053e-15,7.028569692990646e-16,7.028569692990646e-16,1.7301094628900053e-15,1.7301094628900053e-15
additive,20260921,60,430,6,16.42769433959854,True,True,32,1.6427694339598538e-07,1.3767504913886341e-09,-2.2886799890249954,4.68073496628918e-13,3.713200382092297e-15,4.643602962468256e-13,,2.8492951411972566e-14,2.2603296027621615e-16,2.826691845169635e-14,3.520993020954068e-15,2.280814426214306e-14,1.9984014443252818e-15,0.0,3.1086244689504383e-15,3.552713678800501e-15,1.8842070760781236e-15,0.0,0.3657594082729135,0.10920814632250615,2.5951641943350078e-15,2.1626368286125066e-16,8.32615179015815e-15,4.325273657225013e-16,1.3732743861689417e-14,5.406592071531267e-16,1.4057139385981293e-14,7.569228900143773e-16,1.0380656777340031e-14,1.0813184143062533e-15,5.622855754392517e-15,1.4057139385981293e-15,9.73186572875628e-16,9.73186572875628e-16,1.4057139385981293e-15,1.4057139385981293e-15
additive,20260921,61,3174,6,16.42769433959854,True,True,32,1.6427694339598538e-07,4.738431869100168e-13,-5.555610613142898,3.886890809212673e-13,3.364967035171924e-15,3.8532411388609537e-13,,2.3660598553038706e-14,2.0483501613861642e-16,2.3455763536900087e-14,3.1086244689504383e-15,1.4328815911568427e-14,3.774758283725532e-15,0.0,0.0,1.7763568394002505e-15,3.616154994493367e-15,0.0,0.46576138214239765,0.19994600650590313,1.6219776214593799e-15,2.1626368286125066e-16,5.947251278684393e-15,3.2439552429187597e-16,1.2110766240230037e-14,5.406592071531267e-16,1.3840875703120042e-14,6.487910485837519e-16,9.839997570186906e-15,7.569228900143773e-16,3.1358234014881347e-15,8.650547314450026e-16,1.0813184143062533e-16,1.0813184143062533e-16,8.650547314450026e-16,8.650547314450026e-16
additive,20260921,62,4412,6,16.42769433959854,True,True,32,1.6427694339598538e-07,6.661338147750939e-16,0.2353199629569147,4.0458847209989823e-13,1.4756280688107047e-15,4.0311284403108754e-13,,2.4628439252406105e-14,8.982563458426061e-17,2.4538613617821844e-14,3.1826393372587822e-15,1.2378986724570495e-14,1.7763568394002505e-15,0.0,2.886579864025407e-15,2.220446049250313e-16,1.797503944631207e-15,0.0,0.23077624777670477,0.08726063663601265,2.3789005114737574e-15,3.2439552429187597e-16,8.1098881072969e-15,5.406592071531267e-16,1.4489666751703793e-14,7.569228900143773e-16,1.3624612020258791e-14,7.569228900143773e-16,7.569228900143773e-15,6.487910485837519e-16,1.4057139385981293e-15,5.406592071531267e-16,2.1626368286125066e-16,2.1626368286125066e-16,7.569228900143773e-16,7.569228900143773e-16
additive,20260921,63,4542,6,16.42769433959854,True,True,32,1.6427694339598538e-07,6.3860028376439004e-12,-6.96139242863819,3.118390466484909e-13,2.1825134292422875e-15,3.0965653321924863e-13,,1.898252062657453e-14,1.3285573642439857e-16,1.884966489015013e-14,2.91830052187184e-15,1.5237811012980274e-14,3.1086244689504383e-15,0.0,5.329070518200751e-15,0.0,3.842429020464591e-15,0.0,0.5283640111120579,0.15741317485388553,2.1626368286125066e-15,2.1626368286125066e-16,4.86593286437814e-15,3.2439552429187597e-16,8.380217710873463e-15,4.325273657225013e-16,9.623733887325655e-15,5.406592071531267e-16,7.298899296567209e-15,7.569228900143773e-16,2.1626368286125066e-15,8.650547314450026e-16,2.1626368286125066e-16,2.1626368286125066e-16,8.650547314450026e-16,8.650547314450026e-16
additive,20260921,64,5260,6,16.42769433959854,True,True,32,1.6427694339598538e-07,5.425384141943823e-09,-6.909937695234882,3.788350585612729e-13,1.8778629445088374e-15,3.7695719561676407e-13,,2.306075647195971e-14,1.143108037980897e-16,2.294644566816162e-14,2.960594732333751e-15,1.7291723608536813e-14,3.1086244689504383e-15,0.0,2.6645352591003757e-15,1.7763568394002505e-15,2.6032086539306046e-15,0.0,0.6636366445277965,0.13192767225815238,2.1626368286125066e-15,2.1626368286125066e-16,6.379778644406895e-15,4.325273657225013e-16,1.2327029923091288e-14,5.406592071531267e-16,1.275955728881379e-14,8.650547314450026e-16,8.272085869442838e-15,1.0813184143062533e-15,2.8654937979115713e-15,8.650547314450026e-16,5.406592071531267e-16,5.406592071531267e-16,1.0813184143062533e-15,1.0813184143062533e-15
additive,20260921,65,5777,6,16.42769433959854,True,True,32,1.6427694339598538e-07,1.2488823530887316e-07,-6.801609002027661,3.4926691168853574e-13,2.8382058608095945e-15,3.4642870582772614e-13,,2.126086013462259e-14,1.7276958057152132e-16,2.108809055405107e-14,2.812564995717063e-15,1.687538997430238e-14,4.218847493575595e-15,0.0,4.440892098500626e-15,1.7763568394002505e-15,4.298149138191678e-15,0.0,0.6539957049985866,0.15826221847481386,1.6219776214593799e-15,2.1626368286125066e-16,5.7309875958231425e-15,4.325273657225013e-16,1.0705052301631907e-14,5.406592071531267e-16,1.2705491368098477e-14,6.487910485837519e-16,8.488349552304088e-15,1.0272524935909406e-15,2.757361956480946e-15,5.947251278684394e-16,5.4065920715312664e-17,5.4065920715312664e-17,1.0272524935909406e-15,1.0272524935909406e-15
additive,20260921,66,6206,6,16.42769433959854,True,True,32,1.6427694339598538e-07,1.3911094498553211e-13,1.7384293762700693,3.6225189514738076e-13,2.7960438197553794e-15,3.594558513276254e-13,,2.2051292631746977e-14,1.702030584423273e-16,2.188108957330465e-14,2.914335439641036e-15,1.6486811915683575e-14,8.881784197001252e-16,0.0,0.0,5.10702591327572e-15,1.0890759193942016e-15,0.0,0.2887226294447086,0.06575082752810356,1.5138457800287547e-15,2.1626368286125066e-16,4.6496691815168894e-15,3.2439552429187597e-16,1.0380656777340031e-14,5.406592071531267e-16,1.4057139385981293e-14,7.569228900143773e-16,9.623733887325655e-15,9.73186572875628e-16,3.0276915600575094e-15,5.406592071531267e-16,3.2439552429187597e-16,3.2439552429187597e-16,9.73186572875628e-16,9.73186572875628e-16
additive,20260921,67,6466,6,16.42769433959854,True,True,32,1.6427694339598538e-07,1.2770614454815643e-07,-4.234531599039581,3.558334182862666e-13,1.5212236232591587e-14,3.4062118205367497e-13,,2.1660581876577724e-14,9.260116433943428e-16,2.073457023318338e-14,2.531308496145357e-14,2.531308496145357e-14,2.886579864025407e-15,0.0,7.105427357601002e-15,2.842170943040401e-14,2.7448942589780066e-15,0.0,0.49784494121862444,0.1252309433659475,1.8382413043206305e-15,2.1626368286125066e-16,5.08219654723939e-15,3.2439552429187597e-16,8.758679155880652e-15,4.325273657225013e-16,1.1786370715938161e-14,8.650547314450026e-16,9.51560204589503e-15,1.2975820971675039e-15,3.892746291502512e-15,1.1894502557368787e-15,6.487910485837519e-16,6.487910485837519e-16,1.2975820971675039e-15,1.2975820971675039e-15
additive,20260921,68,7419,6,16.42769433959854,True,True,32,1.6427694339598538e-07,3.319566843629218e-14,1.8644659090922673,4.2461867355569893e-13,3.4969381887538553e-15,4.2112173536694507e-13,,2.584773400197534e-14,2.1286847176871162e-16,2.5634865530206625e-14,3.4099707184915523e-15,2.3162027851242328e-14,1.5543122344752192e-15,0.0,1.1102230246251565e-15,1.3322676295501878e-15,1.3935942347199586e-15,0.0,0.4428054590521111,0.12076389060333044,2.0545049871818812e-15,2.1626368286125066e-16,6.596042327268145e-15,3.2439552429187597e-16,1.2435161764521914e-14,5.406592071531267e-16,1.481406227599567e-14,7.569228900143773e-16,1.0813184143062533e-14,1.1894502557368787e-15,3.784614450071886e-15,1.4057139385981293e-15,2.1626368286125066e-16,2.1626368286125066e-16,1.4057139385981293e-15,1.4057139385981293e-15
additive,20260921,69,9004,6,16.42769433959854,True,True,32,1.6427694339598538e-07,2.5568436257117355e-13,-2.9254247282819588,4.192962775925867e-13,3.0542367576845756e-15,4.1624204083490215e-13,,2.552374477664122e-14,1.8591998941217307e-16,2.5337824787229045e-14,3.1086244689504383e-15,1.7957857423311907e-14,3.552713678800501e-15,0.0,4.440892098500626e-15,2.6645352591003757e-15,3.2037864424897363e-15,0.0,0.4226835664862184,0.18153481421229894,1.946373145751256e-15,2.1626368286125066e-16,5.622855754392517e-15,3.2439552429187597e-16,1.0488788618770657e-14,3.2439552429187597e-16,1.4381534910273167e-14,5.406592071531267e-16,1.1894502557368787e-14,8.650547314450026e-16,4.9740647058087656e-15,1.0813184143062533e-15,7.569228900143773e-16,7.569228900143773e-16,1.0813184143062533e-15,1.0813184143062533e-15
additive,20260921,70,60,7,16.42769433959854,True,True,64,1.6427694339598538e-07,2.419398015263141e-12,37.58412861215321,5.282832372613267e-13,8.502193658105602e-15,5.197810436032211e-13,,3.215808782051133e-14,5.175524624664632e-16,3.164053535804487e-14,7.105427357601002e-15,2.2648549702353193e-14,1.4210854715202004e-14,0.0,4.973799150320701e-14,1.4210854715202004e-14,1.3963433583999826e-14,3.552713678800501e-15,2.5566330322376127,0.6444678065199495,4.1090099743637625e-15,3.2439552429187597e-16,8.218019948727525e-15,5.406592071531267e-16,1.3949007544550667e-14,7.569228900143773e-16,1.62197762145938e-14,1.0813184143062533e-15,1.2975820971675039e-14,1.1894502557368787e-15,4.9740647058087656e-15,1.1894502557368787e-15,5.406592071531267e-16,5.406592071531267e-16,1.1894502557368787e-15,1.1894502557368787e-15
additive,20260921,71,1722,7,16.42769433959854,True,True,64,1.6427694339598538e-07,2.1369572777985013e-12,36.45711810691609,6.876383060844524e-13,6.350475700855893e-15,6.812878303835965e-13,,4.185847945970834e-14,3.865713331144854e-16,4.147190812659386e-14,1.522591576628786e-14,2.1316282072803006e-14,8.881784197001252e-15,0.0,7.105427357601002e-15,1.4210854715202004e-14,8.196617987518298e-15,3.552713678800501e-15,2.6668255834860926,0.6495286052018086,6.920437851560021e-15,6.487910485837519e-16,1.481406227599567e-14,8.650547314450026e-16,1.9571863298943186e-14,8.650547314450026e-16,1.7949885677483805e-14,7.569228900143773e-16,1.0705052301631907e-14,9.73186572875628e-16,3.5683507672106355e-15,9.73186572875628e-16,2.1626368286125066e-16,2.1626368286125066e-16,9.73186572875628e-16,9.73186572875628e-16
additive,20260921,72,2164,7,16.42769433959854,True,True,64,1.6427694339598538e-07,1.4354739619193424e-10,38.38558716659064,8.648373023014582e-13,7.611900527882385e-15,8.572254017735758e-13,,5.2645081191752513e-14,4.633578133684952e-16,5.2181723378384016e-14,8.881784197001252e-15,2.4868995751603507e-14,1.0658141036401503e-14,0.0,0.0,7.105427357601002e-15,1.2140553113091476e-14,7.105427357601002e-15,2.59495076564623,0.7437096747253338,7.0285696929906464e-15,4.325273657225013e-16,1.6111644373163174e-14,7.569228900143773e-16,2.6924828516225706e-14,8.650547314450026e-16,2.984438823485259e-14,1.1894502557368787e-15,1.9788126981804437e-14,1.7301094628900053e-15,5.947251278684393e-15,1.6219776214593799e-15,1.0813184143062533e-16,1.0813184143062533e-16,1.7301094628900053e-15,1.7301094628900053e-15
additive,20260921,73,5110,7,16.42769433959854,True,True,64,1.6427694339598538e-07,3.480060684069031e-11,38.56039139551598,6.265675808879765e-13,8.513824565982632e-15,6.180537563219938e-13,,3.8140932496999976e-14,5.182604685710687e-16,3.7622672028428906e-14,7.993605777301127e-15,2.7977620220553945e-14,1.4210854715202004e-14,0.0,0.0,7.105427357601002e-15,1.6938831289995247e-14,3.552713678800501e-15,2.7334368071900332,0.6911853833506193,4.325273657225013e-15,4.325273657225013e-16,1.0921315984493158e-14,6.487910485837519e-16,1.881494040892881e-14,8.650547314450026e-16,2.032878618895756e-14,1.0813184143062533e-15,1.1894502557368787e-14,1.1894502557368787e-15,5.514723912961892e-15,1.7301094628900053e-15,6.487910485837519e-16,6.487910485837519e-16,1.7301094628900053e-15,1.7301094628900053e-15
additive,20260921,74,5313,7,16.42769433959854,True,True,64,1.6427694339598538e-07,1.7781331962396507e-12,34.4732819762563,9.78550573904613e-13,8.471530355520721e-15,9.700790435490923e-13,,5.956712814809573e-14,5.156859009179586e-16,5.905144224717778e-14,7.771561172376096e-15,2.4868995751603507e-14,1.0658141036401503e-14,0.0,1.4210854715202004e-14,1.4210854715202004e-14,9.69806245891613e-15,3.552713678800501e-15,2.539190253958035,0.6946822728152152,9.73186572875628e-15,7.569228900143773e-16,2.2599554859000694e-14,9.73186572875628e-16,3.146636585631197e-14,1.0813184143062533e-15,2.843867429625446e-14,1.2975820971675039e-15,1.6976699104608177e-14,1.5138457800287547e-15,6.4879104858375195e-15,1.2975820971675039e-15,1.2975820971675039e-15,1.2975820971675039e-15,1.5138457800287547e-15,1.5138457800287547e-15
additive,20260921,75,5523,7,16.42769433959854,True,True,64,1.6427694339598538e-07,3.771205570046732e-12,39.392111069181354,5.643898047326599e-13,6.992290344615388e-15,5.573975143880445e-13,,3.4355996225971446e-14,4.256403972504316e-16,3.393035582872102e-14,6.217248937900877e-15,3.3306690738754696e-14,1.5987211554602254e-14,0.0,7.105427357601002e-15,7.105427357601002e-15,1.2263206323431015e-14,3.552713678800501e-15,2.6702276061975394,0.7103306004225143,5.7309875958231425e-15,6.487910485837519e-16,9.948129411617531e-15,6.487910485837519e-16,1.2651425447383164e-14,5.406592071531267e-16,1.643603989745505e-14,7.569228900143773e-16,1.5679117007440672e-14,1.0813184143062533e-15,5.1903283886700156e-15,1.8382413043206305e-15,1.0813184143062533e-16,1.0813184143062533e-16,1.8382413043206305e-15,1.8382413043206305e-15
additive,20260921,76,7928,7,16.42769433959854,True,True,64,1.6427694339598538e-07,1.6893153542696382e-12,38.9121629407624,4.997018671864291e-13,8.073964777178759e-15,4.916279024092503e-13,,3.041825936473084e-14,4.914849649787233e-16,2.9926774399752113e-14,6.217248937900877e-15,2.531308496145357e-14,9.769962616701378e-15,0.0,1.4210854715202004e-14,1.4210854715202004e-14,8.862751802293393e-15,7.105427357601002e-15,2.6965337486343794,0.6596747783625387,4.9740647058087656e-15,4.325273657225013e-16,9.083074680172528e-15,4.325273657225013e-16,1.2975820971675039e-14,4.325273657225013e-16,1.4922194117426294e-14,1.0813184143062533e-15,1.135384335021566e-14,1.5138457800287547e-15,3.784614450071886e-15,1.2975820971675039e-15,3.2439552429187597e-16,3.2439552429187597e-16,1.5138457800287547e-15,1.5138457800287547e-15
additive,20260921,77,8612,7,16.42769433959854,True,True,64,1.6427694339598538e-07,1.284305994886381e-12,36.90073733452546,6.591922774830329e-13,7.055731660308256e-15,6.521365458227246e-13,,4.01268896204178e-14,4.2950224873009686e-16,3.96973873716877e-14,6.513308411134252e-15,3.3306690738754696e-14,2.1316282072803006e-14,0.0,1.4210854715202004e-14,1.4210854715202004e-14,2.2432849228997448e-14,3.552713678800501e-15,2.6013370303386387,0.6953222543984522,4.217141815794388e-15,4.325273657225013e-16,1.2218898081660663e-14,5.406592071531267e-16,1.7733621994622555e-14,7.569228900143773e-16,2.173450012755569e-14,1.0813184143062533e-15,1.5895380690301923e-14,1.5138457800287547e-15,5.839119437253768e-15,1.8382413043206305e-15,4.325273657225013e-16,4.325273657225013e-16,1.8382413043206305e-15,1.8382413043206305e-15
additive,20260921,78,8934,7,16.42769433959854,True,True,64,1.6427694339598538e-07,4.32720526077901e-12,36.2008486320885,5.398454170463516e-13,6.9743153051690775e-15,5.328711017411825e-13,,3.2861910252680316e-14,4.2454620599785985e-16,3.243736404668246e-14,6.217248937900877e-15,1.6653345369377348e-14,8.881784197001252e-15,0.0,7.105427357601002e-15,1.4210854715202004e-14,9.196876064942487e-15,3.552713678800501e-15,2.5553048520714072,0.7315479735267127,4.1090099743637625e-15,4.325273657225013e-16,8.650547314450027e-15,6.487910485837519e-16,1.3083952813105664e-14,9.73186572875628e-16,1.319208465453629e-14,8.650547314450026e-16,7.352965217282522e-15,8.650547314450026e-16,2.1626368286125066e-15,6.487910485837519e-16,7.569228900143773e-16,7.569228900143773e-16,9.73186572875628e-16,9.73186572875628e-16
