family,seed,selected_width,selected_depth,best_epoch,output_scale_s,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,max_test_prediction_distance_from_train_median_in_s,predictive_gate
softplus_mlp,20260840,128,3,331,3.5638500924200676,0.8464510481031701,0.8065658555581255,0.7939870027144666,0.45249305646612525,0.5111471547262484,0.5179796627190363,1.0781262829165237,True
softplus_mlp,20260841,64,3,437,3.508405536678966,0.8367554453979188,0.8016487097632669,0.7863350985981175,0.4665603657806414,0.517603130251608,0.5275115724185444,1.2214754130270318,True
softplus_mlp,20260842,128,3,355,3.5237546347180007,0.8508519703485171,0.802755871680532,0.7895560069466525,0.44596138067136337,0.5161565240620088,0.5235204669161267,1.1183693958996077,True
softplus_mlp,20260843,64,3,523,3.5460034788051735,0.8461087818836446,0.8051699640776322,0.7829924813585312,0.45299708751778156,0.5129881517084345,0.5316218087042586,1.0146674582094368,True
softplus_mlp,20260844,128,3,305,3.595554641233853,0.8376863203555054,0.8044576964840111,0.7899684289511781,0.46522822248919865,0.5139249977560296,0.5230072252568545,1.159878500643414,True
