beta_requested,rep,d,m_edges,beta_formula,rank_B,numerical_nullity,rank_tolerance,R_hidden,D_hidden,H_hidden,max_abs_Ah,l2_Ah
2,14,12,13,2,11,2,6.8550554736924755e-15,1.0,3.41871614256267e-16,0.9999999999999997,1.5126438054329015e-16,2.587447157358337e-16
2,15,12,13,2,11,2,7.0095513203064135e-15,0.9999999999999999,1.7426863801707168e-15,0.9999999999999981,6.621545662976365e-16,1.2261853696281372e-15
2,16,12,13,2,11,2,6.57172908858225e-15,1.0,1.655572069835613e-16,0.9999999999999999,8.326672684688674e-17,1.3037298675364178e-16
2,17,12,13,2,11,2,6.9919656126611275e-15,1.0,3.2545002159018265e-16,0.9999999999999997,1.1102230246251565e-16,2.2876904061720955e-16
2,18,12,13,2,11,2,6.8401909661630865e-15,0.9999999999999998,2.592113718985154e-16,0.9999999999999996,1.1102230246251565e-16,1.7822939909202709e-16
2,19,12,13,2,11,2,6.843545605545844e-15,1.0,3.0748454045482766e-16,0.9999999999999997,1.1335917618674273e-16,2.0703235393160885e-16
2,20,12,13,2,11,2,7.066946520151082e-15,1.0,3.1141176246129868e-16,0.9999999999999997,1.5265566588595902e-16,2.256593147341961e-16
2,21,12,13,2,11,2,6.648794146102675e-15,1.0,2.1709646941982647e-16,0.9999999999999998,9.71445146547012e-17,1.6182918970220792e-16
2,22,12,13,2,11,2,6.47843354511624e-15,0.9999999999999999,2.526537100130675e-16,0.9999999999999997,8.326672684688674e-17,1.6633429521033605e-16
2,23,12,13,2,11,2,7.369366346797272e-15,0.9999999999999998,1.9999609548558223e-16,0.9999999999999996,6.257528304449376e-17,1.3784548664457579e-16
2,24,12,13,2,11,2,7.257638701735902e-15,1.0,2.014948432697119e-16,0.9999999999999998,5.827570562865565e-17,1.2670603902261467e-16
2,25,12,13,2,11,2,7.219303412336256e-15,0.9999999999999999,2.178375222865419e-16,0.9999999999999997,8.731156792616178e-17,1.4659456407004489e-16
2,26,12,13,2,11,2,6.576822847093885e-15,1.0000000000000002,2.9408656326466047e-16,0.9999999999999999,1.1102230246251565e-16,2.0201449914809437e-16
2,27,12,13,2,11,2,6.634766758405622e-15,0.9999999999999998,2.571767240640915e-16,0.9999999999999996,1.1102230246251565e-16,1.8115123517489075e-16
2,28,12,13,2,11,2,6.395347633664345e-15,0.9999999999999999,1.5869558952516263e-16,0.9999999999999998,8.326672684688674e-17,1.2644093284793937e-16
2,29,12,13,2,11,2,6.821645277629978e-15,1.0000000000000002,2.160051610544061e-16,1.0,9.71445146547012e-17,1.589568221808407e-16
2,30,12,13,2,11,2,6.490371889585264e-15,0.9999999999999999,9.866191897917372e-16,0.9999999999999989,3.7470027081099033e-16,7.180348892957103e-16
2,31,12,13,2,11,2,6.8520761333141465e-15,1.0000000000000002,5.054377094736369e-16,0.9999999999999997,1.6653345369377348e-16,3.4356237076858114e-16
2,32,12,13,2,11,2,7.33030942026028e-15,1.0,1.6766889382255324e-16,0.9999999999999998,5.830020390209761e-17,1.1399094733149545e-16
2,33,12,13,2,11,2,6.679175997143454e-15,1.0,2.1615679923150108e-16,0.9999999999999998,9.703390662329718e-17,1.630931160975781e-16
2,34,12,13,2,11,2,6.7520097677591545e-15,1.0,4.20235859568486e-16,0.9999999999999996,1.5596987164239982e-16,2.9443519980820157e-16
2,35,12,13,2,11,2,6.71675708094686e-15,1.0000000000000002,2.1125121716243003e-16,1.0,8.326672684688674e-17,1.5037038100831984e-16
2,36,12,13,2,11,2,6.765943422737795e-15,0.9999999999999999,1.3490087271092915e-16,0.9999999999999998,6.938893903907228e-17,1.0532693150501071e-16
2,37,12,13,2,11,2,6.4784335451162355e-15,1.0,1.5183000568775173e-16,0.9999999999999999,6.938893903907228e-17,1.2256629684709364e-16
2,38,12,13,2,11,2,6.397685514261644e-15,1.0,1.1202430415245263e-16,0.9999999999999999,5.551115123125783e-17,9.045049698156667e-17
2,39,12,13,2,11,2,7.186684309239375e-15,1.0,1.6719213149411475e-16,0.9999999999999998,6.781782131643795e-17,1.121948674259874e-16
2,40,12,13,2,11,2,7.230251493187273e-15,0.9999999999999998,2.0507840403263098e-16,0.9999999999999996,8.326672684688674e-17,1.4255577247576194e-16
2,41,12,13,2,11,2,6.732452904201186e-15,1.0,2.1095268804823737e-16,0.9999999999999998,8.804512836518241e-17,1.5325529366815313e-16
2,42,12,13,2,11,2,7.31098260909166e-15,1.0,1.5572512479505468e-16,0.9999999999999999,6.581247473838093e-17,1.1229490589396407e-16
2,43,12,13,2,11,2,6.648794146102674e-15,1.0,6.922592265837447e-16,0.9999999999999993,3.370495836633954e-16,5.663227981248721e-16
2,44,12,13,2,11,2,7.18933984771161e-15,1.0,4.196357642591665e-16,0.9999999999999996,1.3548376063939212e-16,2.6626833279072866e-16
2,45,12,13,2,11,2,6.833047680949786e-15,0.9999999999999999,1.6500430700905013e-16,0.9999999999999998,8.326672684688674e-17,1.2779051006653015e-16
2,46,12,13,2,11,2,6.8983577827893624e-15,1.0,9.30465310391197e-16,0.9999999999999991,3.7470027081099033e-16,6.555830491588012e-16
2,47,12,13,2,11,2,6.178729085834368e-15,1.0,3.7363595202091075e-16,0.9999999999999997,1.3877787807814457e-16,2.6319013642785024e-16
2,48,12,13,2,11,2,7.734970743390535e-15,1.0,1.9000952706083977e-16,0.9999999999999998,1.1102230246251565e-16,1.5610176807950586e-16
2,49,12,13,2,11,2,6.940078334199847e-15,1.0,2.252721383849961e-16,0.9999999999999998,8.326672684688674e-17,1.5974777325704027e-16
2,50,12,13,2,11,2,6.457557970921947e-15,1.0000000000000002,3.077486024750514e-16,0.9999999999999999,1.1102230246251565e-16,2.1865162349539006e-16
2,51,12,13,2,11,2,7.269531856683925e-15,0.9999999999999998,2.399082438644811e-16,0.9999999999999996,9.446628321002947e-17,1.6489996212831163e-16
2,52,12,13,2,11,2,7.160171354989842e-15,1.0,2.807701320636681e-16,0.9999999999999997,1.0086524829561089e-16,1.9755107788104972e-16
2,53,12,13,2,11,2,7.290668592910648e-15,1.0000000000000002,2.0465390164446373e-16,1.0,1.1102230246251565e-16,1.5735531701639726e-16
2,54,12,13,2,11,2,6.931466115478054e-15,1.0,3.271542960980766e-16,0.9999999999999997,1.0145910838881633e-16,2.1503020177877268e-16
2,55,12,13,2,11,2,7.163370085430408e-15,1.0,1.1102230246251565e-15,0.9999999999999989,5.021426032804984e-16,7.995799659574541e-16
2,56,12,13,2,11,2,6.2291948744046834e-15,1.0,2.080302293523504e-16,0.9999999999999998,9.71445146547012e-17,1.5965239007181258e-16
2,57,12,13,2,11,2,7.720495971871831e-15,1.0,2.426229966013636e-16,0.9999999999999998,1.1102230246251565e-16,1.7986988951876785e-16
2,58,12,13,2,11,2,6.813038245060838e-15,1.0,4.516251432862607e-16,0.9999999999999996,2.0774316633539587e-16,3.3231197770163123e-16
2,59,12,13,2,11,2,6.520948180314726e-15,1.0,2.3126525744947817e-16,0.9999999999999998,9.71445146547012e-17,1.7022986553824853e-16
2,60,12,13,2,11,2,6.3195714858627196e-15,1.0,1.5701706689038338e-16,0.9999999999999999,5.551115123125783e-17,1.0274966542450238e-16
2,61,12,13,2,11,2,7.346124814186389e-15,1.0000000000000002,3.0099535495577656e-16,0.9999999999999999,1.3183898417423734e-16,2.388548088489399e-16
2,62,12,13,2,11,2,6.978308200076464e-15,0.9999999999999999,3.2111924270651823e-16,0.9999999999999996,1.4060443440272427e-16,2.4957515591462283e-16
2,63,12,13,2,11,2,7.157774359851479e-15,1.0,2.524213871729801e-16,0.9999999999999998,9.351526479685264e-17,1.7650497768800261e-16
2,64,12,13,2,11,2,6.7721821310651026e-15,1.0,1.5558789438971803e-15,0.9999999999999984,8.049116928532385e-16,1.1921465188661453e-15
2,65,12,13,2,11,2,6.503839528560907e-15,1.0,9.285074329363827e-16,0.9999999999999991,4.826010260068145e-16,7.104317694507573e-16
2,66,12,13,2,11,2,6.778958772631189e-15,1.0,2.734034003634423e-16,0.9999999999999998,1.249000902703301e-16,2.0203769167029897e-16
2,67,12,13,2,11,2,6.977096943179592e-15,0.9999999999999998,1.8484621963730155e-16,0.9999999999999996,6.944968808734482e-17,1.3156498781794386e-16
2,68,12,13,2,11,2,6.840708912972144e-15,1.0,3.5403755685207316e-16,0.9999999999999997,1.440863550794693e-16,2.478421613906839e-16
2,69,12,13,2,11,2,6.661634072146386e-15,0.9999999999999999,2.9620593208322627e-16,0.9999999999999996,8.326672684688674e-17,1.9423071475532355e-16
2,70,12,13,2,11,2,7.3192201844869e-15,0.9999999999999998,3.5712916087714134e-16,0.9999999999999994,1.2729552458470327e-16,2.750955524205469e-16
2,71,12,13,2,11,2,6.953869969570536e-15,1.0,1.1146446637507612e-16,0.9999999999999999,5.995570569817724e-17,8.56474999563484e-17
2,72,12,13,2,11,2,6.628793344309394e-15,1.0,1.7206167255760408e-16,0.9999999999999998,6.157313793986563e-17,1.2539697796709963e-16
2,73,12,13,2,11,2,6.963017186149894e-15,1.0,1.9768987835541906e-16,0.9999999999999998,6.812992343241458e-17,1.3397591662418412e-16
2,74,12,13,2,11,2,6.502378059394415e-15,1.0,2.1360330976080762e-16,0.9999999999999998,1.6653345369377348e-16,1.8965389895615876e-16
2,75,12,13,2,11,2,7.167616250225013e-15,1.0,4.4239065808103753e-16,0.9999999999999996,2.0373925442640686e-16,3.415145973640321e-16
2,76,12,13,2,11,2,7.000009325424241e-15,0.9999999999999999,2.230164714159465e-16,0.9999999999999997,1.1588019837920543e-16,1.8592881976339452e-16
2,77,12,13,2,11,2,6.812294456353887e-15,1.0,1.0116086538620095e-15,0.999999999999999,4.672307864910094e-16,7.721649918639837e-16
2,78,12,13,2,11,2,6.796292893292466e-15,1.0,2.6390822037623287e-16,0.9999999999999998,1.3877787807814457e-16,2.1752275888981315e-16
2,79,12,13,2,11,2,7.0379282324193645e-15,1.0,2.1490102903521887e-15,0.9999999999999979,7.609018781100877e-16,1.4867196824154468e-15
2,80,12,13,2,11,2,7.162752037558032e-15,1.0,1.439563308745184e-16,0.9999999999999999,6.974535854851176e-17,1.1826096022309223e-16
2,81,12,13,2,11,2,6.6540260389373875e-15,1.0000000000000002,2.536646989806855e-16,1.0,1.3503029256976241e-16,2.0969895387391324e-16
2,82,12,13,2,11,2,6.403594567567644e-15,1.0000000000000002,2.845198126203792e-16,0.9999999999999999,1.249000902703301e-16,2.1496854523711688e-16
2,83,12,13,2,11,2,6.918660502113946e-15,1.0,1.3392302670392066e-16,0.9999999999999999,6.938893903907228e-17,9.810325444914938e-17
2,84,12,13,2,11,2,6.616551733765994e-15,1.0,3.492687860722691e-16,0.9999999999999997,1.927022447328283e-16,2.686054155347521e-16
2,85,12,13,2,11,2,7.0285700336580235e-15,1.0000000000000002,1.3851614320215312e-15,0.9999999999999989,8.025564919708487e-16,1.1990010827508053e-15
2,86,12,13,2,11,2,7.188876100620746e-15,0.9999999999999999,8.654533384142703e-17,0.9999999999999998,5.551115123125783e-17,7.512342760006644e-17
2,87,12,13,2,11,2,7.019537984110111e-15,0.9999999999999999,3.9147753757695545e-16,0.9999999999999994,1.8640979345796684e-16,2.815403316912512e-16
2,88,12,13,2,11,2,6.7475683439803385e-15,1.0,2.7173101015176594e-16,0.9999999999999998,9.610904448587598e-17,1.7478709557155835e-16
2,89,12,13,2,11,2,7.210646001166712e-15,1.0,1.714670565564772e-16,0.9999999999999998,8.326672684688674e-17,1.259229131733947e-16
2,90,12,13,2,11,2,6.8837905739863316e-15,0.9999999999999999,4.548407267442366e-16,0.9999999999999994,2.1163626406917047e-16,3.7345977453407153e-16
2,91,12,13,2,11,2,6.837587343308331e-15,1.0,2.185217881538329e-15,0.9999999999999978,8.752682403659432e-16,1.5697073007929067e-15
2,92,12,13,2,11,2,6.588887776023039e-15,1.0,1.6031188605262381e-16,0.9999999999999999,8.326672684688674e-17,1.256146659097346e-16
2,93,12,13,2,11,2,6.6589301349437e-15,0.9999999999999998,1.7654517991645496e-16,0.9999999999999996,9.367506770274758e-17,1.3949241326399493e-16
2,94,12,13,2,11,2,6.7980938386399234e-15,0.9999999999999999,4.3595975900838935e-16,0.9999999999999994,1.736329703270056e-16,3.183964305863829e-16
2,95,12,13,2,11,2,7.193817217766177e-15,1.0000000000000002,4.251471471384683e-16,0.9999999999999998,1.805765888038666e-16,3.145527152630755e-16
2,96,12,13,2,11,2,6.516683566846376e-15,0.9999999999999998,2.3886441968030603e-16,0.9999999999999996,8.326672684688674e-17,1.6529447209210577e-16
2,97,12,13,2,11,2,7.032026820877528e-15,1.0,3.2738518589989713e-16,0.9999999999999997,1.6037275244781885e-16,2.381062982095782e-16
2,98,12,13,2,11,2,6.784649394811508e-15,0.9999999999999998,1.9112760489614395e-16,0.9999999999999996,5.551115123125783e-17,1.297954736908663e-16
2,99,12,13,2,11,2,7.270025515322622e-15,0.9999999999999998,2.364558800734395e-16,0.9999999999999996,8.326672684688674e-17,1.691480047902144e-16
4,0,12,15,4,11,4,7.934687248594543e-15,1.0000000000000002,1.8418528268778038e-16,1.0,1.1102230246251565e-16,1.5571084438623372e-16
4,1,12,15,4,11,4,8.671658320858818e-15,1.0,2.269984352978637e-16,0.9999999999999998,9.020562075079397e-17,1.6321980886748678e-16
4,2,12,15,4,11,4,8.160790039353162e-15,1.0,1.4398279126696346e-16,0.9999999999999999,8.326672684688674e-17,1.168984934178298e-16
4,3,12,15,4,11,4,7.830182476274762e-15,1.0,2.884523228837379e-16,0.9999999999999997,8.351464108808709e-17,1.8409646965451414e-16
4,4,12,15,4,11,4,8.502858875105503e-15,1.0,2.401280662847288e-16,0.9999999999999998,1.1102230246251565e-16,1.722829626263161e-16
4,5,12,15,4,11,4,8.992018080401976e-15,1.0,1.8693793283754292e-16,0.9999999999999998,6.245004513516506e-17,1.3295558916582424e-16
4,6,12,15,4,11,4,7.703984414914064e-15,1.0,1.2429624041969264e-16,0.9999999999999999,4.648364336093118e-17,8.713994758806377e-17
4,7,12,15,4,11,4,7.858745975679646e-15,1.0000000000000002,2.67372548142964e-16,1.0,9.709571371703047e-17,1.8452841775044571e-16
4,8,12,15,4,11,4,8.470630630413959e-15,1.0000000000000002,1.5348691212926764e-16,1.0,6.938893903907228e-17,1.2555625168980179e-16
4,9,12,15,4,11,4,8.380109965807651e-15,1.0000000000000002,1.365159047066356e-16,1.0,5.551115123125783e-17,1.0481797592475886e-16
4,10,12,15,4,11,4,8.320822579446144e-15,0.9999999999999999,2.1669844742092008e-16,0.9999999999999997,1.1102230246251565e-16,1.5927497396388693e-16
4,11,12,15,4,11,4,7.882805311096124e-15,1.0,1.8912605890762333e-16,0.9999999999999998,5.1891856948827325e-17,1.2215914907395776e-16
4,12,12,15,4,11,4,8.079091240569113e-15,0.9999999999999999,2.1150780460830109e-16,0.9999999999999997,6.071532165918825e-17,1.37798325966396e-16
4,13,12,15,4,11,4,7.9492919850736e-15,0.9999999999999999,3.28887575298913e-16,0.9999999999999996,1.6653345369377348e-16,2.3449731095332835e-16
4,14,12,15,4,11,4,7.697145408264114e-15,1.0,2.2385547142155804e-15,0.9999999999999978,8.326672684688674e-16,1.6931368607808876e-15
4,15,12,15,4,11,4,8.489629030192592e-15,0.9999999999999999,1.3479168196840016e-16,0.9999999999999998,5.551115123125783e-17,9.443800660776086e-17
4,16,12,15,4,11,4,8.060193273793784e-15,1.0,1.2753809094926623e-16,0.9999999999999999,5.551115123125783e-17,9.735743079918587e-17
4,17,12,15,4,11,4,8.152643891209844e-15,1.0,2.2753694560473343e-16,0.9999999999999998,9.8879238130678e-17,1.7147249485889317e-16
4,18,12,15,4,11,4,7.860665533115863e-15,1.0,1.3877354251766404e-16,0.9999999999999999,6.291689089312526e-17,1.034350515576354e-16
4,19,12,15,4,11,4,8.26166692932367e-15,0.9999999999999999,2.1912717788398607e-16,0.9999999999999997,1.1102230246251565e-16,1.7015990386444321e-16
4,20,12,15,4,11,4,7.571193185068935e-15,0.9999999999999998,2.438080573267602e-16,0.9999999999999996,8.326672684688674e-17,1.6239940818071778e-16
4,21,12,15,4,11,4,7.686291509830572e-15,1.0,1.3660947373317356e-16,0.9999999999999999,9.71445146547012e-17,1.221502797962796e-16
4,22,12,15,4,11,4,8.115236892619634e-15,1.0,2.6750976416438294e-16,0.9999999999999998,1.3133221247989544e-16,2.0723933909354087e-16
4,23,12,15,4,11,4,8.431340112806397e-15,1.0000000000000002,2.09914333066968e-16,1.0,9.71445146547012e-17,1.5864121740180208e-16
4,24,12,15,4,11,4,7.821554321021628e-15,1.0000000000000002,1.8135646296891756e-16,1.0,6.938893903907228e-17,1.2527221068980666e-16
4,25,12,15,4,11,4,8.013271470822021e-15,1.0000000000000002,1.7804122403482844e-16,1.0,8.326672684688674e-17,1.2908882254677226e-16
4,26,12,15,4,11,4,8.382779734494706e-15,1.0,2.4778105524123057e-15,0.9999999999999976,1.1511511205571387e-15,1.9136553881983644e-15
4,27,12,15,4,11,4,8.446149694799583e-15,0.9999999999999998,1.4240312384349958e-16,0.9999999999999997,8.326672684688674e-17,1.1401107585660518e-16
4,28,12,15,4,11,4,8.610893620293462e-15,1.0000000000000002,1.689032333628651e-16,1.0,8.326672684688674e-17,1.2464972949293248e-16
4,29,12,15,4,11,4,7.675921985173481e-15,1.0,6.774253214663821e-16,0.9999999999999993,2.8907188852387064e-16,4.829005306674492e-16
4,30,12,15,4,11,4,7.903639664104308e-15,0.9999999999999999,1.7520707107365752e-16,0.9999999999999997,8.326672684688674e-17,1.274047813566613e-16
4,31,12,15,4,11,4,8.714183495961664e-15,0.9999999999999998,1.7534643991080086e-16,0.9999999999999996,1.1102230246251565e-16,1.662361024194816e-16
4,32,12,15,4,11,4,8.027440519260362e-15,1.0,1.9794600068945385e-16,0.9999999999999998,8.326672684688674e-17,1.372369147060005e-16
4,33,12,15,4,11,4,8.20214089974153e-15,1.0000000000000002,2.263673745911051e-16,1.0,9.280770596475918e-17,1.6505353245379333e-16
4,34,12,15,4,11,4,7.807464000814912e-15,1.0,1.7780915628762273e-16,0.9999999999999998,7.112366251504909e-17,1.340338769633832e-16
4,35,12,15,4,11,4,7.963434371206883e-15,1.0000000000000002,2.37380628623103e-16,1.0,8.326672684688674e-17,1.6906424619629512e-16
4,36,12,15,4,11,4,8.414446856468068e-15,1.0,2.209450841073519e-16,0.9999999999999998,8.326672684688674e-17,1.4864971401185512e-16
4,37,12,15,4,11,4,8.483467765492772e-15,1.0,1.0589210351167542e-16,0.9999999999999999,4.457513866333136e-17,8.033926880612544e-17
4,38,12,15,4,11,4,8.59753658392859e-15,0.9999999999999999,2.752429034905562e-16,0.9999999999999997,1.2836953722228372e-16,2.026293827375376e-16
4,39,12,15,4,11,4,8.105790204812123e-15,1.0,1.8735438477615554e-16,0.9999999999999998,1.249000902703301e-16,1.598333903376491e-16
4,40,12,15,4,11,4,7.920281330944419e-15,0.9999999999999999,1.931242043434331e-16,0.9999999999999997,9.367506770274758e-17,1.357534503982589e-16
4,41,12,15,4,11,4,8.39442343563677e-15,1.0,2.780840258628545e-16,0.9999999999999997,1.5265566588595902e-16,2.1368554914785644e-16
4,42,12,15,4,11,4,7.73406299139069e-15,0.9999999999999998,1.9255430583342559e-16,0.9999999999999996,7.979727989493313e-17,1.3953949497601948e-16
4,43,12,15,4,11,4,7.8942998244798e-15,0.9999999999999999,1.9509589745969937e-16,0.9999999999999997,6.938893903907228e-17,1.3221562971396678e-16
4,44,12,15,4,11,4,8.159522555708432e-15,1.0000000000000002,2.225252290538078e-16,1.0,6.938893903907228e-17,1.4323351056210656e-16
4,45,12,15,4,11,4,8.909122146225867e-15,0.9999999999999999,2.864686051035965e-16,0.9999999999999996,1.2096358724449113e-16,2.1712520094667168e-16
4,46,12,15,4,11,4,8.358673720458575e-15,1.0,3.2614124969267057e-16,0.9999999999999997,9.71445146547012e-17,2.1361950386882905e-16
4,47,12,15,4,11,4,7.735187406639747e-15,1.0,2.5673907444456745e-16,0.9999999999999998,1.3877787807814457e-16,2.000881523702732e-16
4,48,12,15,4,11,4,8.105791276363615e-15,1.0000000000000002,1.9686958784245698e-16,1.0,7.45931094670027e-17,1.4056647180965414e-16
4,49,12,15,4,11,4,8.402395877948217e-15,1.0,2.0477019888703755e-16,0.9999999999999998,5.813283330444087e-17,1.2989279573471082e-16
4,50,12,15,4,11,4,8.158721322994787e-15,1.0,1.716015829003144e-16,0.9999999999999998,5.551115123125783e-17,1.1014651189312696e-16
4,51,12,15,4,11,4,7.979128135804601e-15,1.0,2.305076333357153e-16,0.9999999999999998,6.938893903907228e-17,1.4969634830718488e-16
4,52,12,15,4,11,4,8.45979807817029e-15,0.9999999999999998,2.2111847111312803e-16,0.9999999999999996,8.326672684688674e-17,1.5179975408781636e-16
4,53,12,15,4,11,4,8.522678204790424e-15,1.0,2.648124358207423e-16,0.9999999999999998,1.1796119636642288e-16,1.9626824532459425e-16
4,54,12,15,4,11,4,8.305421812864495e-15,0.9999999999999999,2.282281353888192e-16,0.9999999999999997,8.326672684688674e-17,1.6329910902355288e-16
4,55,12,15,4,11,4,7.847208119150271e-15,1.0000000000000002,2.246466901389965e-16,1.0,9.71445146547012e-17,1.7175514568723658e-16
4,56,12,15,4,11,4,7.741810332609299e-15,1.0,1.7996382895209618e-16,0.9999999999999998,1.3877787807814457e-16,1.66330670203861e-16
4,57,12,15,4,11,4,8.156369343655276e-15,1.0000000000000002,2.5808028270178603e-16,1.0,1.1102230246251565e-16,1.9356884500649338e-16
4,58,12,15,4,11,4,8.359778960079698e-15,1.0,1.2745313500678912e-16,0.9999999999999999,8.326672684688674e-17,1.0878217453950944e-16
4,59,12,15,4,11,4,7.759207908217858e-15,1.0,1.4347704264532473e-16,0.9999999999999999,6.938893903907228e-17,1.1000598446736046e-16
4,60,12,15,4,11,4,7.970916051643486e-15,1.0,1.2463558809735395e-16,0.9999999999999999,5.551115123125783e-17,8.793304144279886e-17
4,61,12,15,4,11,4,8.285985266255854e-15,1.0,1.9949319973733282e-16,0.9999999999999998,8.326672684688674e-17,1.4019841330019277e-16
4,62,12,15,4,11,4,8.920445079091674e-15,0.9999999999999998,3.3977717236122695e-15,0.9999999999999963,1.8041124150158794e-15,2.5592008459856877e-15
4,63,12,15,4,11,4,8.03753592393509e-15,1.0,2.650484532977221e-16,0.9999999999999998,1.0148132334464322e-16,1.8450141393159512e-16
4,64,12,15,4,11,4,8.276019889251836e-15,0.9999999999999999,2.3400805171070126e-16,0.9999999999999997,1.200357656453535e-16,1.83766749402968e-16
4,65,12,15,4,11,4,7.841313332709758e-15,0.9999999999999999,4.813284415676335e-16,0.9999999999999994,1.667856156683686e-16,3.40120704535554e-16
4,66,12,15,4,11,4,8.212021982952755e-15,1.0,2.766292836005473e-16,0.9999999999999998,9.871123605309845e-17,1.8306482542004398e-16
4,67,12,15,4,11,4,8.017494411718025e-15,1.0,2.6872794655338496e-15,0.9999999999999973,1.033895191682177e-15,1.8634351206882084e-15
4,68,12,15,4,11,4,7.797077016489348e-15,0.9999999999999998,1.0408340855860843e-16,0.9999999999999997,5.551115123125783e-17,8.032350411739543e-17
4,69,12,15,4,11,4,8.274655843996715e-15,1.0,1.4604678189633858e-16,0.9999999999999999,9.71445146547012e-17,1.2165082309122306e-16
4,70,12,15,4,11,4,8.442925027198394e-15,1.0000000000000002,2.9040424020973565e-16,0.9999999999999999,1.6653345369377348e-16,2.369478845367215e-16
4,71,12,15,4,11,4,7.791596414453975e-15,1.0,1.9559876024132775e-16,0.9999999999999998,1.0928757898653885e-16,1.6973071162485563e-16
4,72,12,15,4,11,4,8.955322217253638e-15,1.0,1.9703566828213136e-16,0.9999999999999998,8.326672684688674e-17,1.5270388200281796e-16
4,73,12,15,4,11,4,8.29414107239377e-15,1.0,2.66281486345633e-16,0.9999999999999998,1.1102230246251565e-16,1.8981323106451706e-16
4,74,12,15,4,11,4,7.929486582084603e-15,0.9999999999999999,1.4797168519561649e-16,0.9999999999999998,8.326672684688674e-17,1.1375756903858237e-16
4,75,12,15,4,11,4,7.870502729500394e-15,0.9999999999999999,2.679763108609072e-16,0.9999999999999997,1.3877787807814457e-16,2.0717278706450057e-16
4,76,12,15,4,11,4,7.938024671297404e-15,0.9999999999999998,1.7840320093049828e-16,0.9999999999999996,8.326672684688674e-17,1.314072194672488e-16
4,77,12,15,4,11,4,8.387566389400129e-15,1.0000000000000002,3.7680537857197864e-16,0.9999999999999999,1.942890293094024e-16,3.006902356865301e-16
4,78,12,15,4,11,4,8.398951562423043e-15,0.9999999999999998,2.1460658759215138e-16,0.9999999999999996,9.609055715226183e-17,1.6988591101426303e-16
4,79,12,15,4,11,4,8.457153371877419e-15,1.0,2.121782483633524e-16,0.9999999999999998,8.326672684688674e-17,1.5220722036181701e-16
4,80,12,15,4,11,4,8.105383519835328e-15,0.9999999999999999,2.6130232038474063e-16,0.9999999999999997,8.326672684688674e-17,1.787912974607341e-16
4,81,12,15,4,11,4,8.972922216249422e-15,1.0000000000000002,2.792732276027936e-16,0.9999999999999999,1.4329869388548922e-16,2.1864258024865445e-16
4,82,12,15,4,11,4,8.178626058572008e-15,1.0,1.620570511035635e-16,0.9999999999999999,1.1102230246251565e-16,1.453002181347926e-16
4,83,12,15,4,11,4,8.528254343482939e-15,0.9999999999999998,3.1510552449536284e-16,0.9999999999999994,1.1102230246251565e-16,2.085113409475735e-16
4,84,12,15,4,11,4,7.942296179973324e-15,0.9999999999999998,2.1065871199268566e-16,0.9999999999999996,1.1102230246251565e-16,1.5822377664828024e-16
4,85,12,15,4,11,4,8.611987919578315e-15,1.0,1.73511869429608e-16,0.9999999999999998,8.326672684688674e-17,1.2195434260298093e-16
4,86,12,15,4,11,4,7.911921695530321e-15,1.0,1.6627784377427868e-16,0.9999999999999999,5.981387488522665e-17,1.1982187701575196e-16
4,87,12,15,4,11,4,8.047695450179667e-15,1.0000000000000002,1.9118847119179867e-16,1.0,9.020562075079397e-17,1.4292349572729332e-16
4,88,12,15,4,11,4,8.310205786217821e-15,0.9999999999999999,2.1689931197234907e-16,0.9999999999999997,7.595968934586293e-17,1.503509341044193e-16
4,89,12,15,4,11,4,8.420521233380461e-15,0.9999999999999999,7.225988786000296e-17,0.9999999999999998,2.7755575615628914e-17,5.149029700646655e-17
4,90,12,15,4,11,4,8.068810848105473e-15,1.0,1.5272392804591618e-16,0.9999999999999999,6.245004513516506e-17,1.1477388369366686e-16
4,91,12,15,4,11,4,8.025920092285168e-15,0.9999999999999999,2.1416840216411023e-16,0.9999999999999997,9.71445146547012e-17,1.570419155035073e-16
4,92,12,15,4,11,4,9.05578479345303e-15,0.9999999999999999,2.6589924697166256e-16,0.9999999999999997,1.249000902703301e-16,1.9090591171489804e-16
4,93,12,15,4,11,4,8.180157562646658e-15,1.0,1.9914856528248614e-16,0.9999999999999998,1.3183898417423734e-16,1.6344301028631948e-16
4,94,12,15,4,11,4,8.2176460737257e-15,1.0000000000000002,1.8929754537176955e-16,1.0,8.326672684688674e-17,1.4027053745947845e-16
4,95,12,15,4,11,4,7.68844947110518e-15,1.0,3.8000581854944183e-16,0.9999999999999997,1.4331744138912873e-16,2.7277553859316526e-16
4,96,12,15,4,11,4,7.792913766490512e-15,1.0000000000000002,3.0642506922986333e-16,0.9999999999999999,1.0061396160665481e-16,1.9786653113217212e-16
4,97,12,15,4,11,4,9.464147121366445e-15,0.9999999999999999,2.024416860599751e-16,0.9999999999999997,5.551115123125783e-17,1.2828222022026124e-16
4,98,12,15,4,11,4,8.983596965275743e-15,0.9999999999999999,1.270197179304521e-16,0.9999999999999998,6.938893903907228e-17,1.0383478397117581e-16
4,99,12,15,4,11,4,8.528680778938348e-15,1.0,1.0193835791795243e-16,0.9999999999999999,4.163336342344337e-17,7.400222404009141e-17
